#OTUID,Treatment,Week,Habitat,Content,Group,Batch3,Batch2
2230,Pre_flowering drought,3,Soil,0.307576733,Pathogen,Y17-P2,Y2017
2234,Pre_flowering drought,3,Rhizosphere,0.30839376,Pathogen,Y17-P2,Y2017
2236,Pre_flowering drought,3,Rhizosphere,0.434597763,Pathogen,Y17-P2,Y2017
2240,Pre_flowering drought,4,Root,0.287760019,Pathogen,Y17-P2,Y2017
2242,Pre_flowering drought,4,Root,0.26230622,Pathogen,Y17-P2,Y2017
2243,Pre_flowering drought,4,Root,0.494018609,Pathogen,Y17-P2,Y2017
2246,Pre_flowering drought,4,Soil,0.344611964,Pathogen,Y17-P2,Y2017
2248,Pre_flowering drought,4,Soil,0.243394576,Pathogen,Y17-P2,Y2017
2249,Pre_flowering drought,4,Soil,0.331428022,Pathogen,Y17-P2,Y2017
2252,Pre_flowering drought,4,Rhizosphere,0.274774004,Pathogen,Y17-P2,Y2017
2254,Pre_flowering drought,4,Rhizosphere,0.25389237,Pathogen,Y17-P2,Y2017
2255,Pre_flowering drought,4,Rhizosphere,0.503991996,Pathogen,Y17-P2,Y2017
2258,Pre_flowering drought,5,Root,0.396377198,Pathogen,Y17-P2,Y2017
2260,Pre_flowering drought,5,Root,0.281928833,Pathogen,Y17-P2,Y2017
2261,Pre_flowering drought,5,Root,0.387493789,Pathogen,Y17-P2,Y2017
2264,Pre_flowering drought,5,Soil,0.328195701,Pathogen,Y17-P2,Y2017
2266,Pre_flowering drought,5,Soil,0.320380112,Pathogen,Y17-P2,Y2017
2267,Pre_flowering drought,5,Soil,0.232608819,Pathogen,Y17-P2,Y2017
2270,Pre_flowering drought,5,Rhizosphere,0.366143785,Pathogen,Y17-P2,Y2017
2272,Pre_flowering drought,5,Rhizosphere,0.316789087,Pathogen,Y17-P2,Y2017
2273,Pre_flowering drought,5,Rhizosphere,0.299867102,Pathogen,Y17-P2,Y2017
2276,Pre_flowering drought,6,Root,0.397244299,Pathogen,Y17-P2,Y2017
2278,Pre_flowering drought,6,Root,0.286157357,Pathogen,Y17-P2,Y2017
2279,Pre_flowering drought,6,Root,0.262064892,Pathogen,Y17-P2,Y2017
2282,Pre_flowering drought,6,Soil,0.264731183,Pathogen,Y17-P2,Y2017
2284,Pre_flowering drought,6,Soil,0.38439068,Pathogen,Y17-P2,Y2017
2285,Pre_flowering drought,6,Soil,0.193480448,Pathogen,Y17-P2,Y2017
2288,Pre_flowering drought,6,Rhizosphere,0.260290666,Pathogen,Y17-P2,Y2017
2290,Pre_flowering drought,6,Rhizosphere,0.216782551,Pathogen,Y17-P2,Y2017
2291,Pre_flowering drought,6,Rhizosphere,0.18839768,Pathogen,Y17-P2,Y2017
2294,Pre_flowering drought,7,Root,0.252085967,Pathogen,Y17-P2,Y2017
2296,Pre_flowering drought,7,Root,0.210203503,Pathogen,Y17-P2,Y2017
2299,Pre_flowering drought,7,Soil,0.235122583,Pathogen,Y17-P2,Y2017
2301,Pre_flowering drought,7,Soil,0.289912312,Pathogen,Y17-P2,Y2017
2302,Pre_flowering drought,7,Soil,0.336645237,Pathogen,Y17-P2,Y2017
2305,Pre_flowering drought,7,Rhizosphere,0.152995448,Pathogen,Y17-P2,Y2017
2307,Pre_flowering drought,7,Rhizosphere,0.132362356,Pathogen,Y17-P2,Y2017
2308,Pre_flowering drought,7,Rhizosphere,0.209819906,Pathogen,Y17-P2,Y2017
2311,Pre_flowering drought,8,Root,0.25,Pathogen,Y17-P2,Y2017
2313,Pre_flowering drought,8,Root,0.091712101,Pathogen,Y17-P2,Y2017
2314,Pre_flowering drought,8,Root,0.131371631,Pathogen,Y17-P2,Y2017
2317,Pre_flowering drought,8,Soil,0.313044927,Pathogen,Y17-P2,Y2017
2319,Pre_flowering drought,8,Soil,0.262214984,Pathogen,Y17-P2,Y2017
2320,Pre_flowering drought,8,Soil,0.241667573,Pathogen,Y17-P2,Y2017
2323,Pre_flowering drought,8,Rhizosphere,0.114445533,Pathogen,Y17-P2,Y2017
2325,Pre_flowering drought,8,Rhizosphere,0.112863127,Pathogen,Y17-P2,Y2017
2326,Pre_flowering drought,8,Rhizosphere,0.100723218,Pathogen,Y17-P2,Y2017
2329,Pre_flowering drought,8,Root,0.310136419,Pathogen,Y17-P2,Y2017
2331,Pre_flowering drought,8,Root,0.272538179,Pathogen,Y17-P2,Y2017
2332,Pre_flowering drought,8,Root,0.085591103,Pathogen,Y17-P2,Y2017
2335,Pre_flowering drought,8,Soil,0.297367924,Pathogen,Y17-P2,Y2017
2337,Pre_flowering drought,8,Soil,0.306864834,Pathogen,Y17-P2,Y2017
2338,Pre_flowering drought,8,Soil,0.280294568,Pathogen,Y17-P2,Y2017
2341,Pre_flowering drought,8,Rhizosphere,0.201985905,Pathogen,Y17-P2,Y2017
2343,Pre_flowering drought,8,Rhizosphere,0.173319046,Pathogen,Y17-P2,Y2017
2344,Pre_flowering drought,8,Rhizosphere,0.154841955,Pathogen,Y17-P2,Y2017
2347,Pre_flowering drought,8,Root,0.26692613,Pathogen,Y17-P2,Y2017
2349,Pre_flowering drought,8,Root,0.197013075,Pathogen,Y17-P2,Y2017
2350,Pre_flowering drought,8,Root,0.241519472,Pathogen,Y17-P2,Y2017
2353,Pre_flowering drought,8,Soil,0.40345741,Pathogen,Y17-P2,Y2017
2355,Pre_flowering drought,8,Soil,0.342069589,Pathogen,Y17-P2,Y2017
2356,Pre_flowering drought,8,Soil,0.242572626,Pathogen,Y17-P2,Y2017
2359,Pre_flowering drought,8,Rhizosphere,0.130743339,Pathogen,Y17-P2,Y2017
2361,Pre_flowering drought,8,Rhizosphere,0.156297807,Pathogen,Y17-P2,Y2017
2362,Pre_flowering drought,8,Rhizosphere,0.208834436,Pathogen,Y17-P2,Y2017
2365,Pre_flowering drought,8,Root,0.251763323,Pathogen,Y17-P2,Y2017
2367,Pre_flowering drought,8,Root,0.116378408,Pathogen,Y17-P2,Y2017
2368,Pre_flowering drought,8,Root,0.13603394,Pathogen,Y17-P2,Y2017
2371,Pre_flowering drought,8,Soil,0.213771132,Pathogen,Y17-P2,Y2017
2373,Pre_flowering drought,8,Soil,0.226735598,Pathogen,Y17-P2,Y2017
2374,Pre_flowering drought,8,Soil,0.235440467,Pathogen,Y17-P2,Y2017
2377,Pre_flowering drought,8,Rhizosphere,0.167093119,Pathogen,Y17-P2,Y2017
2379,Pre_flowering drought,8,Rhizosphere,0.138266284,Pathogen,Y17-P2,Y2017
2380,Pre_flowering drought,8,Rhizosphere,0.140685872,Pathogen,Y17-P2,Y2017
2383,Pre_flowering drought,8,Root,0.273036376,Pathogen,Y17-P2,Y2017
2385,Pre_flowering drought,8,Root,0.492115652,Pathogen,Y17-P2,Y2017
2386,Pre_flowering drought,8,Root,0.136454006,Pathogen,Y17-P2,Y2017
2389,Pre_flowering drought,8,Soil,0.333838344,Pathogen,Y17-P2,Y2017
2391,Pre_flowering drought,8,Soil,0.173837336,Pathogen,Y17-P2,Y2017
2392,Pre_flowering drought,8,Soil,0.196482373,Pathogen,Y17-P2,Y2017
2395,Pre_flowering drought,8,Rhizosphere,0.232859417,Pathogen,Y17-P2,Y2017
2397,Pre_flowering drought,8,Rhizosphere,0.189303565,Pathogen,Y17-P2,Y2017
2398,Pre_flowering drought,8,Rhizosphere,0.188481358,Pathogen,Y17-P2,Y2017
2402,Pre_flowering drought,9,Root,0.21181727,Pathogen,Y17-P2,Y2017
2404,Pre_flowering drought,9,Root,0.132800892,Pathogen,Y17-P2,Y2017
2406,Pre_flowering drought,9,Root,0.164724981,Pathogen,Y17-P2,Y2017
2411,Pre_flowering drought,9,Soil,0.233059376,Pathogen,Y17-P2,Y2017
2413,Pre_flowering drought,9,Soil,0.323104383,Pathogen,Y17-P2,Y2017
2415,Pre_flowering drought,9,Soil,0.239222715,Pathogen,Y17-P2,Y2017
2420,Pre_flowering drought,9,Rhizosphere,0.183501811,Pathogen,Y17-P2,Y2017
2422,Pre_flowering drought,9,Rhizosphere,0.141059898,Pathogen,Y17-P2,Y2017
2424,Pre_flowering drought,9,Rhizosphere,0.131696217,Pathogen,Y17-P2,Y2017
163,Pre_flowering drought,3,Rhizosphere,0.2224,OTU5,Y16-P1,Y2016
164,Pre_flowering drought,3,Rhizosphere,0.054877913,OTU5,Y16-P1,Y2016
165,Pre_flowering drought,3,Rhizosphere,0.04179524,OTU5,Y16-P1,Y2016
166,Pre_flowering drought,3,Rhizosphere,0.111182063,OTU5,Y16-P1,Y2016
167,Pre_flowering drought,3,Rhizosphere,0.091971526,OTU5,Y16-P1,Y2016
168,Pre_flowering drought,3,Rhizosphere,0.101996216,OTU5,Y16-P1,Y2016
169,Pre_flowering drought,4,Rhizosphere,0.492143262,OTU5,Y16-P1,Y2016
170,Pre_flowering drought,4,Rhizosphere,0.516238835,OTU5,Y16-P1,Y2016
171,Pre_flowering drought,4,Rhizosphere,0.424864673,OTU5,Y16-P1,Y2016
172,Pre_flowering drought,4,Rhizosphere,0.503329502,OTU5,Y16-P1,Y2016
173,Pre_flowering drought,4,Rhizosphere,0.496159459,OTU5,Y16-P1,Y2016
174,Pre_flowering drought,4,Rhizosphere,0.277458611,OTU5,Y16-P1,Y2016
175,Pre_flowering drought,5,Rhizosphere,0.606112591,OTU5,Y16-P1,Y2016
176,Pre_flowering drought,5,Rhizosphere,0.005888704,OTU5,Y16-P1,Y2016
177,Pre_flowering drought,5,Rhizosphere,0.505735995,OTU5,Y16-P1,Y2016
178,Pre_flowering drought,5,Rhizosphere,0.673838513,OTU5,Y16-P1,Y2016
179,Pre_flowering drought,5,Rhizosphere,0.470733032,OTU5,Y16-P1,Y2016
180,Pre_flowering drought,5,Rhizosphere,0.210297277,OTU5,Y16-P1,Y2016
181,Pre_flowering drought,6,Rhizosphere,0.591592036,OTU5,Y16-P1,Y2016
182,Pre_flowering drought,6,Rhizosphere,0.19200463,OTU5,Y16-P1,Y2016
183,Pre_flowering drought,6,Rhizosphere,0.718767219,OTU5,Y16-P1,Y2016
184,Pre_flowering drought,6,Rhizosphere,0.689713635,OTU5,Y16-P1,Y2016
185,Pre_flowering drought,6,Rhizosphere,0.693559617,OTU5,Y16-P1,Y2016
186,Pre_flowering drought,6,Rhizosphere,0.341115006,OTU5,Y16-P1,Y2016
187,Pre_flowering drought,7,Rhizosphere,0.669036769,OTU5,Y16-P1,Y2016
188,Pre_flowering drought,7,Rhizosphere,0.669763425,OTU5,Y16-P1,Y2016
189,Pre_flowering drought,7,Rhizosphere,0.387209234,OTU5,Y16-P1,Y2016
190,Pre_flowering drought,7,Rhizosphere,0.683746577,OTU5,Y16-P1,Y2016
191,Pre_flowering drought,7,Rhizosphere,0.60370503,OTU5,Y16-P1,Y2016
192,Pre_flowering drought,7,Rhizosphere,0.554985309,OTU5,Y16-P1,Y2016
193,Pre_flowering drought,8,Rhizosphere,0.591645267,OTU5,Y16-P1,Y2016
194,Pre_flowering drought,8,Rhizosphere,0.67153538,OTU5,Y16-P1,Y2016
195,Pre_flowering drought,8,Rhizosphere,0.504625635,OTU5,Y16-P1,Y2016
196,Pre_flowering drought,8,Rhizosphere,0.716541131,OTU5,Y16-P1,Y2016
197,Pre_flowering drought,8,Rhizosphere,0.553901103,OTU5,Y16-P1,Y2016
198,Pre_flowering drought,8,Rhizosphere,0.678665517,OTU5,Y16-P1,Y2016
199,Pre_flowering drought,9,Rhizosphere,0.092851663,OTU5,Y16-P1,Y2016
200,Pre_flowering drought,9,Rhizosphere,0.158219178,OTU5,Y16-P1,Y2016
201,Pre_flowering drought,9,Rhizosphere,0.316874952,OTU5,Y16-P1,Y2016
202,Pre_flowering drought,9,Rhizosphere,0.364824792,OTU5,Y16-P1,Y2016
203,Pre_flowering drought,9,Rhizosphere,0.512871428,OTU5,Y16-P1,Y2016
204,Pre_flowering drought,9,Rhizosphere,0.222621443,OTU5,Y16-P1,Y2016
205,Pre_flowering drought,10,Rhizosphere,0.514736951,OTU5,Y16-P1,Y2016
206,Pre_flowering drought,10,Rhizosphere,0.48724302,OTU5,Y16-P1,Y2016
207,Pre_flowering drought,10,Rhizosphere,0.318366017,OTU5,Y16-P1,Y2016
208,Pre_flowering drought,10,Rhizosphere,0.318971789,OTU5,Y16-P1,Y2016
209,Pre_flowering drought,10,Rhizosphere,0.373344395,OTU5,Y16-P1,Y2016
210,Pre_flowering drought,10,Rhizosphere,0.417253949,OTU5,Y16-P1,Y2016
211,Pre_flowering drought,11,Rhizosphere,0.430610959,OTU5,Y16-P1,Y2016
212,Pre_flowering drought,11,Rhizosphere,0.252110977,OTU5,Y16-P1,Y2016
213,Pre_flowering drought,11,Rhizosphere,0.241286243,OTU5,Y16-P1,Y2016
214,Pre_flowering drought,11,Rhizosphere,0.382373614,OTU5,Y16-P1,Y2016
215,Pre_flowering drought,11,Rhizosphere,0.478676625,OTU5,Y16-P1,Y2016
216,Pre_flowering drought,11,Rhizosphere,0.226177787,OTU5,Y16-P1,Y2016
217,Pre_flowering drought,12,Rhizosphere,0.258531713,OTU5,Y16-P1,Y2016
218,Pre_flowering drought,12,Rhizosphere,0.261959782,OTU5,Y16-P1,Y2016
219,Pre_flowering drought,12,Rhizosphere,0.261755471,OTU5,Y16-P1,Y2016
220,Pre_flowering drought,12,Rhizosphere,0.359144633,OTU5,Y16-P1,Y2016
221,Pre_flowering drought,12,Rhizosphere,0.31447585,OTU5,Y16-P1,Y2016
222,Pre_flowering drought,12,Rhizosphere,0.284398217,OTU5,Y16-P1,Y2016
223,Pre_flowering drought,13,Rhizosphere,0.160643087,OTU5,Y16-P1,Y2016
224,Pre_flowering drought,13,Rhizosphere,0.105446819,OTU5,Y16-P1,Y2016
225,Pre_flowering drought,13,Rhizosphere,0.11882401,OTU5,Y16-P1,Y2016
226,Pre_flowering drought,13,Rhizosphere,0.19762158,OTU5,Y16-P1,Y2016
227,Pre_flowering drought,13,Rhizosphere,0.175612412,OTU5,Y16-P1,Y2016
228,Pre_flowering drought,13,Rhizosphere,0.075992544,OTU5,Y16-P1,Y2016
229,Pre_flowering drought,14,Rhizosphere,0.300478513,OTU5,Y16-P1,Y2016
230,Pre_flowering drought,14,Rhizosphere,0.098138641,OTU5,Y16-P1,Y2016
231,Pre_flowering drought,14,Rhizosphere,0.048089652,OTU5,Y16-P1,Y2016
232,Pre_flowering drought,14,Rhizosphere,0.159454196,OTU5,Y16-P1,Y2016
233,Pre_flowering drought,14,Rhizosphere,0.363690245,OTU5,Y16-P1,Y2016
234,Pre_flowering drought,14,Rhizosphere,0.116185897,OTU5,Y16-P1,Y2016
235,Pre_flowering drought,15,Rhizosphere,0.106887692,OTU5,Y16-P1,Y2016
236,Pre_flowering drought,15,Rhizosphere,0.051832288,OTU5,Y16-P1,Y2016
237,Pre_flowering drought,15,Rhizosphere,0.018619226,OTU5,Y16-P1,Y2016
238,Pre_flowering drought,15,Rhizosphere,0.066849817,OTU5,Y16-P1,Y2016
239,Pre_flowering drought,15,Rhizosphere,0.123868447,OTU5,Y16-P1,Y2016
240,Pre_flowering drought,15,Rhizosphere,0.037458735,OTU5,Y16-P1,Y2016
241,Pre_flowering drought,16,Rhizosphere,0.090333942,OTU5,Y16-P1,Y2016
242,Pre_flowering drought,16,Rhizosphere,0.053249097,OTU5,Y16-P1,Y2016
243,Pre_flowering drought,16,Rhizosphere,0.084914508,OTU5,Y16-P1,Y2016
244,Pre_flowering drought,16,Rhizosphere,0.090981296,OTU5,Y16-P1,Y2016
245,Pre_flowering drought,16,Rhizosphere,0.104310908,OTU5,Y16-P1,Y2016
246,Pre_flowering drought,16,Rhizosphere,0.041322314,OTU5,Y16-P1,Y2016
247,Pre_flowering drought,17,Rhizosphere,0.052384422,OTU5,Y16-P1,Y2016
248,Pre_flowering drought,17,Rhizosphere,0.059324732,OTU5,Y16-P1,Y2016
249,Pre_flowering drought,17,Rhizosphere,0.024744275,OTU5,Y16-P1,Y2016
250,Pre_flowering drought,17,Rhizosphere,0.144255911,OTU5,Y16-P1,Y2016
251,Pre_flowering drought,17,Rhizosphere,0.186975662,OTU5,Y16-P1,Y2016
252,Pre_flowering drought,17,Rhizosphere,0.047360187,OTU5,Y16-P1,Y2016
358,Pre_flowering drought,3,Root,0.096715402,OTU5,Y16-P1,Y2016
359,Pre_flowering drought,3,Root,0.057923096,OTU5,Y16-P1,Y2016
360,Pre_flowering drought,3,Root,0.077421555,OTU5,Y16-P1,Y2016
361,Pre_flowering drought,3,Root,0.048323302,OTU5,Y16-P1,Y2016
362,Pre_flowering drought,3,Root,0.042149497,OTU5,Y16-P1,Y2016
363,Pre_flowering drought,3,Root,0.048286285,OTU5,Y16-P1,Y2016
364,Pre_flowering drought,4,Root,0.267406585,OTU5,Y16-P1,Y2016
365,Pre_flowering drought,4,Root,0.356905864,OTU5,Y16-P1,Y2016
366,Pre_flowering drought,4,Root,0.34591817,OTU5,Y16-P1,Y2016
367,Pre_flowering drought,4,Root,0.453939703,OTU5,Y16-P1,Y2016
368,Pre_flowering drought,4,Root,0.310708125,OTU5,Y16-P1,Y2016
369,Pre_flowering drought,4,Root,0.41730934,OTU5,Y16-P1,Y2016
370,Pre_flowering drought,5,Root,0.326412953,OTU5,Y16-P1,Y2016
371,Pre_flowering drought,5,Root,0.32312566,OTU5,Y16-P1,Y2016
372,Pre_flowering drought,5,Root,0.459075342,OTU5,Y16-P1,Y2016
373,Pre_flowering drought,5,Root,0.456009122,OTU5,Y16-P1,Y2016
374,Pre_flowering drought,5,Root,0.467872685,OTU5,Y16-P1,Y2016
375,Pre_flowering drought,5,Root,0.176341236,OTU5,Y16-P1,Y2016
376,Pre_flowering drought,6,Root,0.6966705,OTU5,Y16-P1,Y2016
377,Pre_flowering drought,6,Root,0.267036236,OTU5,Y16-P1,Y2016
378,Pre_flowering drought,6,Root,0.406956568,OTU5,Y16-P1,Y2016
379,Pre_flowering drought,6,Root,0.645719291,OTU5,Y16-P1,Y2016
380,Pre_flowering drought,6,Root,0.655428081,OTU5,Y16-P1,Y2016
381,Pre_flowering drought,6,Root,0.358326629,OTU5,Y16-P1,Y2016
382,Pre_flowering drought,7,Root,0.693708154,OTU5,Y16-P1,Y2016
383,Pre_flowering drought,7,Root,0.545539872,OTU5,Y16-P1,Y2016
384,Pre_flowering drought,7,Root,0.489107713,OTU5,Y16-P1,Y2016
385,Pre_flowering drought,7,Root,0.784951755,OTU5,Y16-P1,Y2016
386,Pre_flowering drought,7,Root,0.619604478,OTU5,Y16-P1,Y2016
387,Pre_flowering drought,7,Root,0.039033457,OTU5,Y16-P1,Y2016
388,Pre_flowering drought,8,Root,0.587759033,OTU5,Y16-P1,Y2016
389,Pre_flowering drought,8,Root,0.590530151,OTU5,Y16-P1,Y2016
390,Pre_flowering drought,8,Root,0.680428006,OTU5,Y16-P1,Y2016
391,Pre_flowering drought,8,Root,0.537915457,OTU5,Y16-P1,Y2016
392,Pre_flowering drought,8,Root,0.541359029,OTU5,Y16-P1,Y2016
393,Pre_flowering drought,9,Root,0.246070575,OTU5,Y16-P1,Y2016
394,Pre_flowering drought,9,Root,0.05021841,OTU5,Y16-P1,Y2016
395,Pre_flowering drought,9,Root,0.388512518,OTU5,Y16-P1,Y2016
396,Pre_flowering drought,9,Root,0.544793402,OTU5,Y16-P1,Y2016
397,Pre_flowering drought,9,Root,0.631979079,OTU5,Y16-P1,Y2016
398,Pre_flowering drought,9,Root,0.256745707,OTU5,Y16-P1,Y2016
399,Pre_flowering drought,10,Root,0.272657041,OTU5,Y16-P1,Y2016
400,Pre_flowering drought,10,Root,0.307418065,OTU5,Y16-P1,Y2016
401,Pre_flowering drought,10,Root,0.319091432,OTU5,Y16-P1,Y2016
402,Pre_flowering drought,10,Root,0.575641875,OTU5,Y16-P1,Y2016
403,Pre_flowering drought,10,Root,0.37089289,OTU5,Y16-P1,Y2016
404,Pre_flowering drought,10,Root,0.312322076,OTU5,Y16-P1,Y2016
405,Pre_flowering drought,11,Root,0.284777037,OTU5,Y16-P1,Y2016
406,Pre_flowering drought,11,Root,0.453943635,OTU5,Y16-P1,Y2016
407,Pre_flowering drought,11,Root,0.243932812,OTU5,Y16-P1,Y2016
408,Pre_flowering drought,11,Root,0.430036977,OTU5,Y16-P1,Y2016
409,Pre_flowering drought,11,Root,0.468720763,OTU5,Y16-P1,Y2016
410,Pre_flowering drought,11,Root,0.303579774,OTU5,Y16-P1,Y2016
411,Pre_flowering drought,11,Root,0.289371251,OTU5,Y16-P1,Y2016
412,Pre_flowering drought,11,Root,0.264654744,OTU5,Y16-P1,Y2016
413,Pre_flowering drought,11,Root,0.180633175,OTU5,Y16-P1,Y2016
414,Pre_flowering drought,12,Root,0.198330128,OTU5,Y16-P1,Y2016
415,Pre_flowering drought,12,Root,0.297577113,OTU5,Y16-P1,Y2016
416,Pre_flowering drought,12,Root,0.201232849,OTU5,Y16-P1,Y2016
417,Pre_flowering drought,12,Root,0.221582784,OTU5,Y16-P1,Y2016
418,Pre_flowering drought,12,Root,0.269944106,OTU5,Y16-P1,Y2016
419,Pre_flowering drought,12,Root,0.219001436,OTU5,Y16-P1,Y2016
420,Pre_flowering drought,13,Root,0.148036025,OTU5,Y16-P1,Y2016
421,Pre_flowering drought,13,Root,0.139472777,OTU5,Y16-P1,Y2016
422,Pre_flowering drought,13,Root,0.142927349,OTU5,Y16-P1,Y2016
423,Pre_flowering drought,13,Root,0.085850556,OTU5,Y16-P1,Y2016
424,Pre_flowering drought,13,Root,0.184278636,OTU5,Y16-P1,Y2016
425,Pre_flowering drought,13,Root,0.120618332,OTU5,Y16-P1,Y2016
426,Pre_flowering drought,14,Root,0.00252275,OTU5,Y16-P1,Y2016
427,Pre_flowering drought,14,Root,0.004263527,OTU5,Y16-P1,Y2016
428,Pre_flowering drought,14,Root,0.090509454,OTU5,Y16-P1,Y2016
429,Pre_flowering drought,14,Root,0.099909991,OTU5,Y16-P1,Y2016
430,Pre_flowering drought,14,Root,0.127575044,OTU5,Y16-P1,Y2016
431,Pre_flowering drought,14,Root,0.079412518,OTU5,Y16-P1,Y2016
432,Pre_flowering drought,15,Root,0.064488562,OTU5,Y16-P1,Y2016
433,Pre_flowering drought,15,Root,0.058403286,OTU5,Y16-P1,Y2016
434,Pre_flowering drought,15,Root,0.019236935,OTU5,Y16-P1,Y2016
435,Pre_flowering drought,15,Root,0.059375599,OTU5,Y16-P1,Y2016
436,Pre_flowering drought,15,Root,0.054176882,OTU5,Y16-P1,Y2016
437,Pre_flowering drought,15,Root,0.067008604,OTU5,Y16-P1,Y2016
438,Pre_flowering drought,16,Root,0.041681946,OTU5,Y16-P1,Y2016
439,Pre_flowering drought,16,Root,0.06458373,OTU5,Y16-P1,Y2016
440,Pre_flowering drought,16,Root,0.03952057,OTU5,Y16-P1,Y2016
441,Pre_flowering drought,16,Root,0.038200945,OTU5,Y16-P1,Y2016
442,Pre_flowering drought,16,Root,0.064428175,OTU5,Y16-P1,Y2016
443,Pre_flowering drought,16,Root,0.05800464,OTU5,Y16-P1,Y2016
444,Pre_flowering drought,17,Root,0.049062066,OTU5,Y16-P1,Y2016
445,Pre_flowering drought,17,Root,0.0429047,OTU5,Y16-P1,Y2016
446,Pre_flowering drought,17,Root,0.037148581,OTU5,Y16-P1,Y2016
447,Pre_flowering drought,17,Root,0.055793729,OTU5,Y16-P1,Y2016
448,Pre_flowering drought,17,Root,0.063625352,OTU5,Y16-P1,Y2016
449,Pre_flowering drought,17,Root,0.073424945,OTU5,Y16-P1,Y2016
684,Pre_flowering drought,0,Soil,0.011542126,OTU5,Y16-P1,Y2016
685,Pre_flowering drought,0,Soil,0.009454072,OTU5,Y16-P1,Y2016
686,Pre_flowering drought,0,Soil,0.010524144,OTU5,Y16-P1,Y2016
687,Pre_flowering drought,0,Soil,0.010281942,OTU5,Y16-P1,Y2016
688,Pre_flowering drought,0,Soil,0.010697911,OTU5,Y16-P1,Y2016
689,Pre_flowering drought,0,Soil,0.007941456,OTU5,Y16-P1,Y2016
690,Pre_flowering drought,3,Soil,0.011155138,OTU5,Y16-P1,Y2016
691,Pre_flowering drought,3,Soil,0.012272497,OTU5,Y16-P1,Y2016
692,Pre_flowering drought,3,Soil,0.01536694,OTU5,Y16-P1,Y2016
693,Pre_flowering drought,3,Soil,0.015144356,OTU5,Y16-P1,Y2016
694,Pre_flowering drought,3,Soil,0.008576856,OTU5,Y16-P1,Y2016
695,Pre_flowering drought,3,Soil,0.009726683,OTU5,Y16-P1,Y2016
696,Pre_flowering drought,4,Soil,0.007365232,OTU5,Y16-P1,Y2016
697,Pre_flowering drought,4,Soil,0.01062857,OTU5,Y16-P1,Y2016
698,Pre_flowering drought,4,Soil,0.016623856,OTU5,Y16-P1,Y2016
699,Pre_flowering drought,4,Soil,0.013015902,OTU5,Y16-P1,Y2016
700,Pre_flowering drought,4,Soil,0.008060118,OTU5,Y16-P1,Y2016
701,Pre_flowering drought,4,Soil,0.032689275,OTU5,Y16-P1,Y2016
702,Pre_flowering drought,5,Soil,0.007647793,OTU5,Y16-P1,Y2016
703,Pre_flowering drought,5,Soil,0.011084034,OTU5,Y16-P1,Y2016
704,Pre_flowering drought,5,Soil,0.009681185,OTU5,Y16-P1,Y2016
705,Pre_flowering drought,5,Soil,0.019128405,OTU5,Y16-P1,Y2016
706,Pre_flowering drought,5,Soil,0.032749682,OTU5,Y16-P1,Y2016
707,Pre_flowering drought,5,Soil,0.011249343,OTU5,Y16-P1,Y2016
708,Pre_flowering drought,6,Soil,0.071121557,OTU5,Y16-P1,Y2016
709,Pre_flowering drought,6,Soil,0.03486439,OTU5,Y16-P1,Y2016
710,Pre_flowering drought,6,Soil,0.019556376,OTU5,Y16-P1,Y2016
711,Pre_flowering drought,6,Soil,0.013776208,OTU5,Y16-P1,Y2016
712,Pre_flowering drought,6,Soil,0.126739447,OTU5,Y16-P1,Y2016
713,Pre_flowering drought,6,Soil,0.024152346,OTU5,Y16-P1,Y2016
714,Pre_flowering drought,7,Soil,0.010578817,OTU5,Y16-P1,Y2016
715,Pre_flowering drought,7,Soil,0.067466865,OTU5,Y16-P1,Y2016
716,Pre_flowering drought,7,Soil,0.019388,OTU5,Y16-P1,Y2016
717,Pre_flowering drought,7,Soil,0.02815243,OTU5,Y16-P1,Y2016
718,Pre_flowering drought,7,Soil,0.028220452,OTU5,Y16-P1,Y2016
719,Pre_flowering drought,7,Soil,0.044673006,OTU5,Y16-P1,Y2016
720,Pre_flowering drought,8,Soil,0.023162214,OTU5,Y16-P1,Y2016
721,Pre_flowering drought,8,Soil,0.010347709,OTU5,Y16-P1,Y2016
722,Pre_flowering drought,8,Soil,0.011150852,OTU5,Y16-P1,Y2016
723,Pre_flowering drought,8,Soil,0.031479198,OTU5,Y16-P1,Y2016
724,Pre_flowering drought,8,Soil,0.053743,OTU5,Y16-P1,Y2016
725,Pre_flowering drought,8,Soil,0.044310286,OTU5,Y16-P1,Y2016
726,Pre_flowering drought,9,Soil,0.025974026,OTU5,Y16-P1,Y2016
727,Pre_flowering drought,9,Soil,0.022193826,OTU5,Y16-P1,Y2016
728,Pre_flowering drought,9,Soil,0.009097592,OTU5,Y16-P1,Y2016
729,Pre_flowering drought,9,Soil,0.013826793,OTU5,Y16-P1,Y2016
730,Pre_flowering drought,9,Soil,0.005662194,OTU5,Y16-P1,Y2016
731,Pre_flowering drought,9,Soil,0.016450801,OTU5,Y16-P1,Y2016
732,Pre_flowering drought,10,Soil,0.022878844,OTU5,Y16-P1,Y2016
733,Pre_flowering drought,10,Soil,0.055124819,OTU5,Y16-P1,Y2016
734,Pre_flowering drought,10,Soil,0.042050504,OTU5,Y16-P1,Y2016
735,Pre_flowering drought,10,Soil,0.014498832,OTU5,Y16-P1,Y2016
736,Pre_flowering drought,10,Soil,0.008982036,OTU5,Y16-P1,Y2016
