,Week,Compartment,Treat,Treatment,Plottime,Sampletime,Compartmentyear,Group,Groupyear,Groupyear1
Y17TP15S02,15,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-15,Soil2017-Control-15,Soil_Y17P2-Control-15
Y17TP15S03,15,Soil,Post_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Post_flowering_drought-15,Soil2017-Post_flowering_drought-15,Soil_Y17P2-Post_flowering_drought-15
Y17TP15S06,15,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-15,Soil2017-Pre_flowering_drought-15,Soil_Y17P2-Pre_flowering_drought-15
Y17TP15S11,15,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-15,Soil2017-Control-15,Soil_Y17P2-Control-15
Y17TP15S16,15,Soil,Post_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Post_flowering_drought-15,Soil2017-Post_flowering_drought-15,Soil_Y17P2-Post_flowering_drought-15
Y17TP15S18,15,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-15,Soil2017-Pre_flowering_drought-15,Soil_Y17P2-Pre_flowering_drought-15
Y17TP15S19,15,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-15,Soil2017-Control-15,Soil_Y17P2-Control-15
Y17TP15S22,15,Soil,Post_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Post_flowering_drought-15,Soil2017-Post_flowering_drought-15,Soil_Y17P2-Post_flowering_drought-15
Y17TP15Z02,15,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-15,Rhizosphere2017-Control-15,Rhizosphere_Y17P2-Control-15
Y17TP15Z03,15,Rhizosphere,Post_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Post_flowering_drought-15,Rhizosphere2017-Post_flowering_drought-15,Rhizosphere_Y17P2-Post_flowering_drought-15
Y17TP15Z06,15,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-15,Rhizosphere2017-Pre_flowering_drought-15,Rhizosphere_Y17P2-Pre_flowering_drought-15
Y17TP15Z11,15,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-15,Rhizosphere2017-Control-15,Rhizosphere_Y17P2-Control-15
Y17TP15Z16,15,Rhizosphere,Post_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Post_flowering_drought-15,Rhizosphere2017-Post_flowering_drought-15,Rhizosphere_Y17P2-Post_flowering_drought-15
Y17TP15Z18,15,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-15,Rhizosphere2017-Pre_flowering_drought-15,Rhizosphere_Y17P2-Pre_flowering_drought-15
Y17TP15Z19,15,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-15,Rhizosphere2017-Control-15,Rhizosphere_Y17P2-Control-15
Y17TP15Z22,15,Rhizosphere,Post_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Post_flowering_drought-15,Rhizosphere2017-Post_flowering_drought-15,Rhizosphere_Y17P2-Post_flowering_drought-15
Y17TP17R02,17,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-17,Root2017-Control-17,Root_Y17P2-Control-17
Y17TP17R03,17,Root,Post_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Post_flowering_drought-17,Root2017-Post_flowering_drought-17,Root_Y17P2-Post_flowering_drought-17
Y17TP17R06,17,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-17,Root2017-Pre_flowering_drought-17,Root_Y17P2-Pre_flowering_drought-17
Y17TP17R11,17,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-17,Root2017-Control-17,Root_Y17P2-Control-17
Y17TP17R13,17,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-17,Root2017-Pre_flowering_drought-17,Root_Y17P2-Pre_flowering_drought-17
Y17TP17R16,17,Root,Post_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Post_flowering_drought-17,Root2017-Post_flowering_drought-17,Root_Y17P2-Post_flowering_drought-17
Y17TP17R18,17,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-17,Root2017-Pre_flowering_drought-17,Root_Y17P2-Pre_flowering_drought-17
Y17TP17R19,17,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-17,Root2017-Control-17,Root_Y17P2-Control-17
Y17TP17R22,17,Root,Post_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Post_flowering_drought-17,Root2017-Post_flowering_drought-17,Root_Y17P2-Post_flowering_drought-17
Y17TP17S02,17,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-17,Soil2017-Control-17,Soil_Y17P2-Control-17
Y17TP17S03,17,Soil,Post_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Post_flowering_drought-17,Soil2017-Post_flowering_drought-17,Soil_Y17P2-Post_flowering_drought-17
Y17TP17S06,17,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-17,Soil2017-Pre_flowering_drought-17,Soil_Y17P2-Pre_flowering_drought-17
Y17TP17S11,17,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-17,Soil2017-Control-17,Soil_Y17P2-Control-17
Y17TP17S13,17,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-17,Soil2017-Pre_flowering_drought-17,Soil_Y17P2-Pre_flowering_drought-17
Y17TP17S16,17,Soil,Post_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Post_flowering_drought-17,Soil2017-Post_flowering_drought-17,Soil_Y17P2-Post_flowering_drought-17
Y17TP17S18,17,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-17,Soil2017-Pre_flowering_drought-17,Soil_Y17P2-Pre_flowering_drought-17
Y17TP17S19,17,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-17,Soil2017-Control-17,Soil_Y17P2-Control-17
Y17TP17S22,17,Soil,Post_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Post_flowering_drought-17,Soil2017-Post_flowering_drought-17,Soil_Y17P2-Post_flowering_drought-17
Y17TP17Z02,17,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-17,Rhizosphere2017-Control-17,Rhizosphere_Y17P2-Control-17
Y17TP17Z03,17,Rhizosphere,Post_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Post_flowering_drought-17,Rhizosphere2017-Post_flowering_drought-17,Rhizosphere_Y17P2-Post_flowering_drought-17
Y17TP17Z06,17,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-17,Rhizosphere2017-Pre_flowering_drought-17,Rhizosphere_Y17P2-Pre_flowering_drought-17
Y17TP17Z11,17,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-17,Rhizosphere2017-Control-17,Rhizosphere_Y17P2-Control-17
Y17TP17Z13,17,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-17,Rhizosphere2017-Pre_flowering_drought-17,Rhizosphere_Y17P2-Pre_flowering_drought-17
Y17TP17Z16,17,Rhizosphere,Post_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Post_flowering_drought-17,Rhizosphere2017-Post_flowering_drought-17,Rhizosphere_Y17P2-Post_flowering_drought-17
Y17TP17Z18,17,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-17,Rhizosphere2017-Pre_flowering_drought-17,Rhizosphere_Y17P2-Pre_flowering_drought-17
Y17TP17Z19,17,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-17,Rhizosphere2017-Control-17,Rhizosphere_Y17P2-Control-17
Y17TP17Z22,17,Rhizosphere,Post_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Post_flowering_drought-17,Rhizosphere2017-Post_flowering_drought-17,Rhizosphere_Y17P2-Post_flowering_drought-17
Y17TP02R02,2,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-2,Root2017-Control-2,Root_Y17P2-Control-2
Y17TP02R06,2,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-2,Root2017-Pre_flowering_drought-2,Root_Y17P2-Pre_flowering_drought-2
Y17TP02R13,2,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-2,Root2017-Pre_flowering_drought-2,Root_Y17P2-Pre_flowering_drought-2
Y17TP02S02,2,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-2,Soil2017-Control-2,Soil_Y17P2-Control-2
Y17TP02S06,2,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-2,Soil2017-Pre_flowering_drought-2,Soil_Y17P2-Pre_flowering_drought-2
Y17TP02S13,2,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-2,Soil2017-Pre_flowering_drought-2,Soil_Y17P2-Pre_flowering_drought-2
Y17TP02Z02,2,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-2,Rhizosphere2017-Control-2,Rhizosphere_Y17P2-Control-2
Y17TP02Z06,2,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-2,Rhizosphere2017-Pre_flowering_drought-2,Rhizosphere_Y17P2-Pre_flowering_drought-2
Y17TP02Z13,2,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-2,Rhizosphere2017-Pre_flowering_drought-2,Rhizosphere_Y17P2-Pre_flowering_drought-2
Y17TP03R02,3,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-3,Root2017-Control-3,Root_Y17P2-Control-3
Y17TP03R06,3,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-3,Root2017-Pre_flowering_drought-3,Root_Y17P2-Pre_flowering_drought-3
Y17TP03R11,3,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-3,Root2017-Control-3,Root_Y17P2-Control-3
Y17TP03R13,3,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-3,Root2017-Pre_flowering_drought-3,Root_Y17P2-Pre_flowering_drought-3
Y17TP03R19,3,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-3,Root2017-Control-3,Root_Y17P2-Control-3
Y17TP03S02,3,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-3,Soil2017-Control-3,Soil_Y17P2-Control-3
Y17TP03S06,3,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-3,Soil2017-Pre_flowering_drought-3,Soil_Y17P2-Pre_flowering_drought-3
Y17TP03S11,3,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-3,Soil2017-Control-3,Soil_Y17P2-Control-3
Y17TP03S13,3,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-3,Soil2017-Pre_flowering_drought-3,Soil_Y17P2-Pre_flowering_drought-3
Y17TP03S16,3,Soil,Post_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Post_flowering_drought-3,Soil2017-Post_flowering_drought-3,Soil_Y17P2-Post_flowering_drought-3
Y17TP03S19,3,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-3,Soil2017-Control-3,Soil_Y17P2-Control-3
Y17TP03Z02,3,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-3,Rhizosphere2017-Control-3,Rhizosphere_Y17P2-Control-3
Y17TP03Z06,3,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-3,Rhizosphere2017-Pre_flowering_drought-3,Rhizosphere_Y17P2-Pre_flowering_drought-3
Y17TP03Z11,3,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-3,Rhizosphere2017-Control-3,Rhizosphere_Y17P2-Control-3
Y17TP03Z13,3,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-3,Rhizosphere2017-Pre_flowering_drought-3,Rhizosphere_Y17P2-Pre_flowering_drought-3
Y17TP03Z16,3,Rhizosphere,Post_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Post_flowering_drought-3,Rhizosphere2017-Post_flowering_drought-3,Rhizosphere_Y17P2-Post_flowering_drought-3
Y17TP03Z19,3,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-3,Rhizosphere2017-Control-3,Rhizosphere_Y17P2-Control-3
Y17TP04R02,4,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-4,Root2017-Control-4,Root_Y17P2-Control-4
Y17TP04R06,4,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-4,Root2017-Pre_flowering_drought-4,Root_Y17P2-Pre_flowering_drought-4
Y17TP04R11,4,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-4,Root2017-Control-4,Root_Y17P2-Control-4
Y17TP04R13,4,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-4,Root2017-Pre_flowering_drought-4,Root_Y17P2-Pre_flowering_drought-4
Y17TP04R18,4,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-4,Root2017-Pre_flowering_drought-4,Root_Y17P2-Pre_flowering_drought-4
Y17TP04R19,4,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-4,Root2017-Control-4,Root_Y17P2-Control-4
Y17TP04S02,4,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-4,Soil2017-Control-4,Soil_Y17P2-Control-4
Y17TP04S06,4,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-4,Soil2017-Pre_flowering_drought-4,Soil_Y17P2-Pre_flowering_drought-4
Y17TP04S11,4,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-4,Soil2017-Control-4,Soil_Y17P2-Control-4
Y17TP04S13,4,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-4,Soil2017-Pre_flowering_drought-4,Soil_Y17P2-Pre_flowering_drought-4
Y17TP04S18,4,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-4,Soil2017-Pre_flowering_drought-4,Soil_Y17P2-Pre_flowering_drought-4
Y17TP04S19,4,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-4,Soil2017-Control-4,Soil_Y17P2-Control-4
Y17TP04Z02,4,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-4,Rhizosphere2017-Control-4,Rhizosphere_Y17P2-Control-4
Y17TP04Z06,4,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-4,Rhizosphere2017-Pre_flowering_drought-4,Rhizosphere_Y17P2-Pre_flowering_drought-4
Y17TP04Z11,4,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-4,Rhizosphere2017-Control-4,Rhizosphere_Y17P2-Control-4
Y17TP04Z13,4,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-4,Rhizosphere2017-Pre_flowering_drought-4,Rhizosphere_Y17P2-Pre_flowering_drought-4
Y17TP04Z18,4,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-4,Rhizosphere2017-Pre_flowering_drought-4,Rhizosphere_Y17P2-Pre_flowering_drought-4
Y17TP04Z19,4,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-4,Rhizosphere2017-Control-4,Rhizosphere_Y17P2-Control-4
Y17TP05R02,5,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-5,Root2017-Control-5,Root_Y17P2-Control-5
Y17TP05R06,5,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-5,Root2017-Pre_flowering_drought-5,Root_Y17P2-Pre_flowering_drought-5
Y17TP05R11,5,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-5,Root2017-Control-5,Root_Y17P2-Control-5
Y17TP05R13,5,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-5,Root2017-Pre_flowering_drought-5,Root_Y17P2-Pre_flowering_drought-5
Y17TP05R18,5,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-5,Root2017-Pre_flowering_drought-5,Root_Y17P2-Pre_flowering_drought-5
Y17TP05R19,5,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-5,Root2017-Control-5,Root_Y17P2-Control-5
Y17TP05S02,5,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-5,Soil2017-Control-5,Soil_Y17P2-Control-5
Y17TP05S06,5,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-5,Soil2017-Pre_flowering_drought-5,Soil_Y17P2-Pre_flowering_drought-5
Y17TP05S11,5,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-5,Soil2017-Control-5,Soil_Y17P2-Control-5
Y17TP05S13,5,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-5,Soil2017-Pre_flowering_drought-5,Soil_Y17P2-Pre_flowering_drought-5
Y17TP05S18,5,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-5,Soil2017-Pre_flowering_drought-5,Soil_Y17P2-Pre_flowering_drought-5
Y17TP05S19,5,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-5,Soil2017-Control-5,Soil_Y17P2-Control-5
Y17TP05Z02,5,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-5,Rhizosphere2017-Control-5,Rhizosphere_Y17P2-Control-5
Y17TP05Z06,5,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-5,Rhizosphere2017-Pre_flowering_drought-5,Rhizosphere_Y17P2-Pre_flowering_drought-5
Y17TP05Z11,5,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-5,Rhizosphere2017-Control-5,Rhizosphere_Y17P2-Control-5
Y17TP05Z13,5,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-5,Rhizosphere2017-Pre_flowering_drought-5,Rhizosphere_Y17P2-Pre_flowering_drought-5
Y17TP05Z18,5,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-5,Rhizosphere2017-Pre_flowering_drought-5,Rhizosphere_Y17P2-Pre_flowering_drought-5
Y17TP05Z19,5,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-5,Rhizosphere2017-Control-5,Rhizosphere_Y17P2-Control-5
Y17TP06R02,6,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-6,Root2017-Control-6,Root_Y17P2-Control-6
Y17TP06R06,6,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-6,Root2017-Pre_flowering_drought-6,Root_Y17P2-Pre_flowering_drought-6
Y17TP06R11,6,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-6,Root2017-Control-6,Root_Y17P2-Control-6
Y17TP06R13,6,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-6,Root2017-Pre_flowering_drought-6,Root_Y17P2-Pre_flowering_drought-6
Y17TP06R18,6,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-6,Root2017-Pre_flowering_drought-6,Root_Y17P2-Pre_flowering_drought-6
Y17TP06R19,6,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-6,Root2017-Control-6,Root_Y17P2-Control-6
Y17TP06S02,6,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-6,Soil2017-Control-6,Soil_Y17P2-Control-6
Y17TP06S06,6,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-6,Soil2017-Pre_flowering_drought-6,Soil_Y17P2-Pre_flowering_drought-6
Y17TP06S11,6,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-6,Soil2017-Control-6,Soil_Y17P2-Control-6
Y17TP06S13,6,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-6,Soil2017-Pre_flowering_drought-6,Soil_Y17P2-Pre_flowering_drought-6
Y17TP06S18,6,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-6,Soil2017-Pre_flowering_drought-6,Soil_Y17P2-Pre_flowering_drought-6
Y17TP06S19,6,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-6,Soil2017-Control-6,Soil_Y17P2-Control-6
Y17TP06Z02,6,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-6,Rhizosphere2017-Control-6,Rhizosphere_Y17P2-Control-6
Y17TP06Z06,6,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-6,Rhizosphere2017-Pre_flowering_drought-6,Rhizosphere_Y17P2-Pre_flowering_drought-6
Y17TP06Z11,6,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-6,Rhizosphere2017-Control-6,Rhizosphere_Y17P2-Control-6
Y17TP06Z13,6,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-6,Rhizosphere2017-Pre_flowering_drought-6,Rhizosphere_Y17P2-Pre_flowering_drought-6
Y17TP06Z18,6,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-6,Rhizosphere2017-Pre_flowering_drought-6,Rhizosphere_Y17P2-Pre_flowering_drought-6
Y17TP06Z19,6,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-6,Rhizosphere2017-Control-6,Rhizosphere_Y17P2-Control-6
Y17TP07R02,7,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-7,Root2017-Control-7,Root_Y17P2-Control-7
Y17TP07R06,7,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-7,Root2017-Pre_flowering_drought-7,Root_Y17P2-Pre_flowering_drought-7
Y17TP07R11,7,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-7,Root2017-Control-7,Root_Y17P2-Control-7
Y17TP07R13,7,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-7,Root2017-Pre_flowering_drought-7,Root_Y17P2-Pre_flowering_drought-7
Y17TP07R19,7,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-7,Root2017-Control-7,Root_Y17P2-Control-7
Y17TP07S02,7,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-7,Soil2017-Control-7,Soil_Y17P2-Control-7
Y17TP07S06,7,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-7,Soil2017-Pre_flowering_drought-7,Soil_Y17P2-Pre_flowering_drought-7
Y17TP07S11,7,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-7,Soil2017-Control-7,Soil_Y17P2-Control-7
Y17TP07S13,7,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-7,Soil2017-Pre_flowering_drought-7,Soil_Y17P2-Pre_flowering_drought-7
Y17TP07S18,7,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-7,Soil2017-Pre_flowering_drought-7,Soil_Y17P2-Pre_flowering_drought-7
