,Week,Compartment,Treat,Treatment,Plottime,Sampletime,Compartmentyear,Group,Groupyear,Groupyear1
TP12Z3,12,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-12,Rhizosphere2016-Post_flowering_drought-12,Rhizosphere_Y16P1-Post_flowering_drought-12
TP12Z22,12,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-12,Rhizosphere2016-Post_flowering_drought-12,Rhizosphere_Y16P1-Post_flowering_drought-12
TP12Z21,12,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-12,Rhizosphere2016-Post_flowering_drought-12,Rhizosphere_Y16P1-Post_flowering_drought-12
TP12Z16,12,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-12,Rhizosphere2016-Post_flowering_drought-12,Rhizosphere_Y16P1-Post_flowering_drought-12
TP12Z15,12,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-12,Rhizosphere2016-Post_flowering_drought-12,Rhizosphere_Y16P1-Post_flowering_drought-12
TP13Z4,13,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-13,Rhizosphere2016-Post_flowering_drought-13,Rhizosphere_Y16P1-Post_flowering_drought-13
TP13Z3,13,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-13,Rhizosphere2016-Post_flowering_drought-13,Rhizosphere_Y16P1-Post_flowering_drought-13
TP13Z22,13,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-13,Rhizosphere2016-Post_flowering_drought-13,Rhizosphere_Y16P1-Post_flowering_drought-13
TP13Z21,13,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-13,Rhizosphere2016-Post_flowering_drought-13,Rhizosphere_Y16P1-Post_flowering_drought-13
TP13Z16,13,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-13,Rhizosphere2016-Post_flowering_drought-13,Rhizosphere_Y16P1-Post_flowering_drought-13
TP13Z15,13,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-13,Rhizosphere2016-Post_flowering_drought-13,Rhizosphere_Y16P1-Post_flowering_drought-13
TP14Z4,14,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-14,Rhizosphere2016-Post_flowering_drought-14,Rhizosphere_Y16P1-Post_flowering_drought-14
TP14Z3,14,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-14,Rhizosphere2016-Post_flowering_drought-14,Rhizosphere_Y16P1-Post_flowering_drought-14
TP14Z22,14,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-14,Rhizosphere2016-Post_flowering_drought-14,Rhizosphere_Y16P1-Post_flowering_drought-14
TP14Z21,14,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-14,Rhizosphere2016-Post_flowering_drought-14,Rhizosphere_Y16P1-Post_flowering_drought-14
TP14Z16,14,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-14,Rhizosphere2016-Post_flowering_drought-14,Rhizosphere_Y16P1-Post_flowering_drought-14
TP14Z15,14,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-14,Rhizosphere2016-Post_flowering_drought-14,Rhizosphere_Y16P1-Post_flowering_drought-14
TP15Z4,15,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-15,Rhizosphere2016-Post_flowering_drought-15,Rhizosphere_Y16P1-Post_flowering_drought-15
TP15Z3,15,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-15,Rhizosphere2016-Post_flowering_drought-15,Rhizosphere_Y16P1-Post_flowering_drought-15
TP15Z22,15,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-15,Rhizosphere2016-Post_flowering_drought-15,Rhizosphere_Y16P1-Post_flowering_drought-15
TP15Z21,15,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-15,Rhizosphere2016-Post_flowering_drought-15,Rhizosphere_Y16P1-Post_flowering_drought-15
TP15Z16,15,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-15,Rhizosphere2016-Post_flowering_drought-15,Rhizosphere_Y16P1-Post_flowering_drought-15
TP15Z15,15,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-15,Rhizosphere2016-Post_flowering_drought-15,Rhizosphere_Y16P1-Post_flowering_drought-15
TP16Z4,16,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-16,Rhizosphere2016-Post_flowering_drought-16,Rhizosphere_Y16P1-Post_flowering_drought-16
TP16Z3,16,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-16,Rhizosphere2016-Post_flowering_drought-16,Rhizosphere_Y16P1-Post_flowering_drought-16
TP16Z22,16,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-16,Rhizosphere2016-Post_flowering_drought-16,Rhizosphere_Y16P1-Post_flowering_drought-16
TP16Z21,16,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-16,Rhizosphere2016-Post_flowering_drought-16,Rhizosphere_Y16P1-Post_flowering_drought-16
TP16Z16,16,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-16,Rhizosphere2016-Post_flowering_drought-16,Rhizosphere_Y16P1-Post_flowering_drought-16
TP16Z15,16,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-16,Rhizosphere2016-Post_flowering_drought-16,Rhizosphere_Y16P1-Post_flowering_drought-16
TP17Z21,17,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-17,Rhizosphere2016-Post_flowering_drought-17,Rhizosphere_Y16P1-Post_flowering_drought-17
TP17Z4,17,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-17,Rhizosphere2016-Post_flowering_drought-17,Rhizosphere_Y16P1-Post_flowering_drought-17
TP17Z3,17,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-17,Rhizosphere2016-Post_flowering_drought-17,Rhizosphere_Y16P1-Post_flowering_drought-17
TP17Z22,17,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-17,Rhizosphere2016-Post_flowering_drought-17,Rhizosphere_Y16P1-Post_flowering_drought-17
TP17Z16,17,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-17,Rhizosphere2016-Post_flowering_drought-17,Rhizosphere_Y16P1-Post_flowering_drought-17
TP17Z15,17,Rhizosphere,Post_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Post_flowering_drought-17,Rhizosphere2016-Post_flowering_drought-17,Rhizosphere_Y16P1-Post_flowering_drought-17
TP3Z6,3,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-3,Rhizosphere2016-Pre_flowering_drought-3,Rhizosphere_Y16P1-Pre_flowering_drought-3
TP3Z5,3,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-3,Rhizosphere2016-Pre_flowering_drought-3,Rhizosphere_Y16P1-Pre_flowering_drought-3
TP3Z18,3,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-3,Rhizosphere2016-Pre_flowering_drought-3,Rhizosphere_Y16P1-Pre_flowering_drought-3
TP3Z17,3,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-3,Rhizosphere2016-Pre_flowering_drought-3,Rhizosphere_Y16P1-Pre_flowering_drought-3
TP3Z14,3,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-3,Rhizosphere2016-Pre_flowering_drought-3,Rhizosphere_Y16P1-Pre_flowering_drought-3
TP3Z13,3,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-3,Rhizosphere2016-Pre_flowering_drought-3,Rhizosphere_Y16P1-Pre_flowering_drought-3
TP4Z6,4,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-4,Rhizosphere2016-Pre_flowering_drought-4,Rhizosphere_Y16P1-Pre_flowering_drought-4
TP4Z5,4,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-4,Rhizosphere2016-Pre_flowering_drought-4,Rhizosphere_Y16P1-Pre_flowering_drought-4
TP4Z18,4,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-4,Rhizosphere2016-Pre_flowering_drought-4,Rhizosphere_Y16P1-Pre_flowering_drought-4
TP4Z17,4,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-4,Rhizosphere2016-Pre_flowering_drought-4,Rhizosphere_Y16P1-Pre_flowering_drought-4
TP4Z14,4,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-4,Rhizosphere2016-Pre_flowering_drought-4,Rhizosphere_Y16P1-Pre_flowering_drought-4
TP4Z13,4,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-4,Rhizosphere2016-Pre_flowering_drought-4,Rhizosphere_Y16P1-Pre_flowering_drought-4
TP5Z6,5,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-5,Rhizosphere2016-Pre_flowering_drought-5,Rhizosphere_Y16P1-Pre_flowering_drought-5
TP5Z5,5,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-5,Rhizosphere2016-Pre_flowering_drought-5,Rhizosphere_Y16P1-Pre_flowering_drought-5
TP5Z18,5,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-5,Rhizosphere2016-Pre_flowering_drought-5,Rhizosphere_Y16P1-Pre_flowering_drought-5
TP5Z17,5,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-5,Rhizosphere2016-Pre_flowering_drought-5,Rhizosphere_Y16P1-Pre_flowering_drought-5
TP5Z14,5,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-5,Rhizosphere2016-Pre_flowering_drought-5,Rhizosphere_Y16P1-Pre_flowering_drought-5
TP5Z13,5,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-5,Rhizosphere2016-Pre_flowering_drought-5,Rhizosphere_Y16P1-Pre_flowering_drought-5
TP6Z6,6,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-6,Rhizosphere2016-Pre_flowering_drought-6,Rhizosphere_Y16P1-Pre_flowering_drought-6
TP6Z5,6,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-6,Rhizosphere2016-Pre_flowering_drought-6,Rhizosphere_Y16P1-Pre_flowering_drought-6
TP6Z18,6,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-6,Rhizosphere2016-Pre_flowering_drought-6,Rhizosphere_Y16P1-Pre_flowering_drought-6
TP6Z17,6,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-6,Rhizosphere2016-Pre_flowering_drought-6,Rhizosphere_Y16P1-Pre_flowering_drought-6
TP6Z14,6,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-6,Rhizosphere2016-Pre_flowering_drought-6,Rhizosphere_Y16P1-Pre_flowering_drought-6
TP6Z13,6,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-6,Rhizosphere2016-Pre_flowering_drought-6,Rhizosphere_Y16P1-Pre_flowering_drought-6
TP7Z6,7,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-7,Rhizosphere2016-Pre_flowering_drought-7,Rhizosphere_Y16P1-Pre_flowering_drought-7
TP7Z5,7,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-7,Rhizosphere2016-Pre_flowering_drought-7,Rhizosphere_Y16P1-Pre_flowering_drought-7
TP7Z18,7,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-7,Rhizosphere2016-Pre_flowering_drought-7,Rhizosphere_Y16P1-Pre_flowering_drought-7
TP7Z17,7,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-7,Rhizosphere2016-Pre_flowering_drought-7,Rhizosphere_Y16P1-Pre_flowering_drought-7
TP7Z14,7,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-7,Rhizosphere2016-Pre_flowering_drought-7,Rhizosphere_Y16P1-Pre_flowering_drought-7
TP7Z13,7,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-7,Rhizosphere2016-Pre_flowering_drought-7,Rhizosphere_Y16P1-Pre_flowering_drought-7
TP8Z6,8,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-8,Rhizosphere2016-Pre_flowering_drought-8,Rhizosphere_Y16P1-Pre_flowering_drought-8
TP8Z5,8,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-8,Rhizosphere2016-Pre_flowering_drought-8,Rhizosphere_Y16P1-Pre_flowering_drought-8
TP8Z18,8,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-8,Rhizosphere2016-Pre_flowering_drought-8,Rhizosphere_Y16P1-Pre_flowering_drought-8
TP8Z17,8,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-8,Rhizosphere2016-Pre_flowering_drought-8,Rhizosphere_Y16P1-Pre_flowering_drought-8
TP8Z14,8,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-8,Rhizosphere2016-Pre_flowering_drought-8,Rhizosphere_Y16P1-Pre_flowering_drought-8
TP8Z13,8,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-8,Rhizosphere2016-Pre_flowering_drought-8,Rhizosphere_Y16P1-Pre_flowering_drought-8
TP9Z6,9,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-9,Rhizosphere2016-Pre_flowering_drought-9,Rhizosphere_Y16P1-Pre_flowering_drought-9
TP9Z5,9,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-9,Rhizosphere2016-Pre_flowering_drought-9,Rhizosphere_Y16P1-Pre_flowering_drought-9
TP9Z18,9,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-9,Rhizosphere2016-Pre_flowering_drought-9,Rhizosphere_Y16P1-Pre_flowering_drought-9
TP9Z17,9,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-9,Rhizosphere2016-Pre_flowering_drought-9,Rhizosphere_Y16P1-Pre_flowering_drought-9
TP9Z14,9,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-9,Rhizosphere2016-Pre_flowering_drought-9,Rhizosphere_Y16P1-Pre_flowering_drought-9
TP9Z13,9,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-9,Rhizosphere2016-Pre_flowering_drought-9,Rhizosphere_Y16P1-Pre_flowering_drought-9
TP10Z17,10,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-10,Rhizosphere2016-Pre_flowering_drought-10,Rhizosphere_Y16P1-Pre_flowering_drought-10
TP10Z6,10,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-10,Rhizosphere2016-Pre_flowering_drought-10,Rhizosphere_Y16P1-Pre_flowering_drought-10
TP10Z5,10,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-10,Rhizosphere2016-Pre_flowering_drought-10,Rhizosphere_Y16P1-Pre_flowering_drought-10
TP10Z18,10,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-10,Rhizosphere2016-Pre_flowering_drought-10,Rhizosphere_Y16P1-Pre_flowering_drought-10
TP10Z14,10,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-10,Rhizosphere2016-Pre_flowering_drought-10,Rhizosphere_Y16P1-Pre_flowering_drought-10
TP10Z13,10,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-10,Rhizosphere2016-Pre_flowering_drought-10,Rhizosphere_Y16P1-Pre_flowering_drought-10
TP11Z6,11,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-11,Rhizosphere2016-Pre_flowering_drought-11,Rhizosphere_Y16P1-Pre_flowering_drought-11
TP11Z5,11,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-11,Rhizosphere2016-Pre_flowering_drought-11,Rhizosphere_Y16P1-Pre_flowering_drought-11
TP11Z18,11,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-11,Rhizosphere2016-Pre_flowering_drought-11,Rhizosphere_Y16P1-Pre_flowering_drought-11
TP11Z17,11,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-11,Rhizosphere2016-Pre_flowering_drought-11,Rhizosphere_Y16P1-Pre_flowering_drought-11
TP11Z14,11,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-11,Rhizosphere2016-Pre_flowering_drought-11,Rhizosphere_Y16P1-Pre_flowering_drought-11
TP11Z13,11,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-11,Rhizosphere2016-Pre_flowering_drought-11,Rhizosphere_Y16P1-Pre_flowering_drought-11
TP12Z6,12,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-12,Rhizosphere2016-Pre_flowering_drought-12,Rhizosphere_Y16P1-Pre_flowering_drought-12
TP12Z5,12,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-12,Rhizosphere2016-Pre_flowering_drought-12,Rhizosphere_Y16P1-Pre_flowering_drought-12
TP12Z18,12,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-12,Rhizosphere2016-Pre_flowering_drought-12,Rhizosphere_Y16P1-Pre_flowering_drought-12
TP12Z17,12,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-12,Rhizosphere2016-Pre_flowering_drought-12,Rhizosphere_Y16P1-Pre_flowering_drought-12
TP12Z14,12,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-12,Rhizosphere2016-Pre_flowering_drought-12,Rhizosphere_Y16P1-Pre_flowering_drought-12
TP12Z13,12,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-12,Rhizosphere2016-Pre_flowering_drought-12,Rhizosphere_Y16P1-Pre_flowering_drought-12
TP13Z6,13,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-13,Rhizosphere2016-Pre_flowering_drought-13,Rhizosphere_Y16P1-Pre_flowering_drought-13
TP13Z5,13,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-13,Rhizosphere2016-Pre_flowering_drought-13,Rhizosphere_Y16P1-Pre_flowering_drought-13
TP13Z18,13,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-13,Rhizosphere2016-Pre_flowering_drought-13,Rhizosphere_Y16P1-Pre_flowering_drought-13
TP13Z17,13,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-13,Rhizosphere2016-Pre_flowering_drought-13,Rhizosphere_Y16P1-Pre_flowering_drought-13
TP13Z14,13,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-13,Rhizosphere2016-Pre_flowering_drought-13,Rhizosphere_Y16P1-Pre_flowering_drought-13
TP13Z13,13,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-13,Rhizosphere2016-Pre_flowering_drought-13,Rhizosphere_Y16P1-Pre_flowering_drought-13
TP14Z6,14,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-14,Rhizosphere2016-Pre_flowering_drought-14,Rhizosphere_Y16P1-Pre_flowering_drought-14
TP14Z5,14,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-14,Rhizosphere2016-Pre_flowering_drought-14,Rhizosphere_Y16P1-Pre_flowering_drought-14
TP14Z18,14,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y16P1,Y16plot,Y16sample,Rhizosphere2016,Rhizosphere-Pre_flowering_drought-14,Rhizosphere2016-Pre_flowering_drought-14,Rhizosphere_Y16P1-Pre_flowering_drought-14
