,Barcode,libraryName,Block,Week,Replicate,Genotype,Condition,Sample.type,Day,Genotype.Sample.type,CompleteTreatment,CorTreatment,Row,isFloweringWeek,Date.Harvested,Collected.By,Collection.Time,No.plants.pooled,Notes,FloweringJulianDate,FloweringDate,FloweringWeek,FloweringDay,FloweringJulianDate.1,LbsGrainHarvestPerPlot,TonsOfGrain.ac,PctGrainMoisture,TonsOfGrain.acAt13PctMoisture,X1000SeedWt_g,ApproximateEndOfSeasonStandCount_aveOfGrainRows,TotalFreshForageWtPerPlot_kg,TotalFreshForageWtPerPlot_lbs,TonsOfForage.ac,PctMoistureForage,TonsOfForage.acAt65PctMoisture,ApproximateEndOfSeasonStandCount_aveOfForageRows,DryBiomass,FreshBiomass,AveHeight,BarcodeJGI,isCorrectedBarcode,SampleId,rawReads,filteredReads,sampleName,conditionNumber,sequencerType,runType,fileUsed,processed_as,totalFragments,mappedFragments,assignedFragments,unassignedAmbiguous,unassignedNoFeatures,unassignedSecondaryHits,ratioStrandedness,MappedRatio,AssignedRatio,Plate1,Location,Plate,Mislabeled,Unreplicated,badSamples,questionableSamples,CompleteSampleTreatment,Week2D
0713166R20,T0713166R20,BOCNO,Block 20,6,2,RT430,Control,Roots,Day42,RT430:Roots,RT430:06:Control:Roots,RT430_06_Control_20,Row6,FALSE,7/13/16,Julie P/Mala/Jessie,11:55 AM,10,,216,2016/8/3,9,68,216,23.64,2.0595168,21.04,1.869189041,34.73,102,90.3,198.6,17.3015964,63.5,18.03423729,94.5,240.1,1546.1,78.6,0713166R20,FALSE,131689,20848493,20501576,0713166R20,71,HiSeq-2500 1TB,1x101,11250.2.197769.CACCTTA-GTAAGGT.filter-RNA.fastq.gz,RT430,45929194,41421978,39845683,228898,1347397,0,0.9807,0.90186599,0.867545879,16-Dec-12_RA_1,F4,F,FALSE,FALSE,FALSE,FALSE,RT430:06:Control,6
0713166R01,T0713166R01,BOPHO,Block 01,6,1,RT430,Control,Roots,Day42,RT430:Roots,RT430:06:Control:Roots,RT430_06_Control_1,Row6,FALSE,7/13/16,Julie P/Mala,10:05 AM,10,,216,2016/8/3,9,68,216,12.1,1.054152,26.06,0.895908033,35.72,87.5,88.5,194.7,16.962264,67.9,15.54757476,86,161.1,1006.6,68.2,0713166R01,FALSE,131756,19507046,19437145,0713166R01,71,HiSeq-2500 1TB,1x101,11238.3.197174.TATTCGC-GGCGAAT.filter-RNA.fastq.gz,RT430,19437145,18313944,17620435,75390,618119,0,0.9791,0.942213684,0.906534113,16-Dec-20_RA_1,H3,H,FALSE,FALSE,FALSE,FALSE,RT430:06:Control,6
0720167R12,T0720167R12,BOCGO,Block 12,7,3,RT430,Control,Roots,Day49,RT430:Roots,RT430:07:Control:Roots,RT430_07_Control_12,Row7,FALSE,7/20/16,Julie P/Mala/Jessie,10:57 AM,10,,216,2016/8/3,9,68,216,22.36,1.9480032,21.57,1.756113689,35.03,107.5,101.7,223.8,19.4965848,73.7,14.63768619,91.5,NA,NA,88,0720167R12,FALSE,131674,24678236,24313557,0720167R12,72,HiSeq-2500 1TB,1x101,11250.2.197769.TCGGTTA-GTAACCG.filter-RNA.fastq.gz,RT430,54867107,50313401,48190628,242653,1880120,0,0.9785,0.917004809,0.878315454,16-Dec-12_RA_1,F6,F,FALSE,TRUE,FALSE,FALSE,RT430:07:Control,7
0727168R12,T0727168R12,BOCUZ,Block 12,8,3,RT430,Control,Roots,Day56,RT430:Roots,RT430:08:Control:Roots,RT430_08_Control_12,Row8,FALSE,7/27/16,Julie S/Ashwin/Peggy/JulieP,11:06 AM,10,,216,2016/8/3,9,68,216,22.36,1.9480032,21.57,1.756113689,35.03,107.5,101.7,223.8,19.4965848,73.7,14.63768619,91.5,440,2578,100,0727168R12,FALSE,131702,24614040,24575322,0727168R12,73,HiSeq-2500 1TB,1x101,11199.8.195834.GAAGTAC-GGTACTT.filter-RNA.fastq.gz,RT430,24575322,22581069,21702116,82331,796622,0,0.9794,0.918851399,0.883085723,16-Dec-13_RA_1,B2,B,FALSE,FALSE,FALSE,FALSE,RT430:08:Control,8
0727168R20,T0727168R20,BOCPX,Block 20,8,2,RT430,Control,Roots,Day56,RT430:Roots,RT430:08:Control:Roots,RT430_08_Control_20,Row8,FALSE,7/27/16,Julie S/Ashwin/Peggy/JulieP,12:10 PM,10,,216,2016/8/3,9,68,216,23.64,2.0595168,21.04,1.869189041,34.73,102,90.3,198.6,17.3015964,63.5,18.03423729,94.5,556,3196,108.8,0727168R20,FALSE,131725,29290440,29203928,0727168R20,73,HiSeq-2500 1TB,1x101,11199.4.195798.CCAGTGT-AACACTG.filter-RNA.fastq.gz,RT430,29203928,26629449,25605750,96526,927173,0,0.9786,0.91184477,0.8767913,16-Dec-13_RA_1,A2,A,FALSE,FALSE,FALSE,FALSE,RT430:08:Control,8
0727168R01,T0727168R01,BOPAA,Block 01,8,1,RT430,Control,Roots,Day56,RT430:Roots,RT430:08:Control:Roots,RT430_08_Control_1,Row8,FALSE,7/27/16,Tuesday/Jessie/Mala/Julie P,10:04 AM,10,,216,2016/8/3,9,68,216,12.1,1.054152,26.06,0.895908033,35.72,87.5,88.5,194.7,16.962264,67.9,15.54757476,86,470,2608,86.8,0727168R01,FALSE,131769,21556053,21240626,0727168R01,73,HiSeq-2500 1TB,1x101,11228.1.196745.ATAGCGG-ACCGCTA.filter-RNA.fastq.gz,RT430,21240626,19102427,18344674,66453,691300,0,0.9791,0.899334464,0.863659762,16-Dec-20_RA_1,C1,C,FALSE,FALSE,FALSE,FALSE,RT430:08:Control,8
0803169R20,T0803169R20,BOCST,Block 20,9,2,RT430,Control,Roots,Day63,RT430:Roots,RT430:09:Control:Roots,RT430_09_Control_20,Row9,TRUE,2008/3/16,Mala/Jessie/Amy,12:23 PM,10,,216,2016/8/3,9,68,216,23.64,2.0595168,21.04,1.869189041,34.73,102,90.3,198.6,17.3015964,63.5,18.03423729,94.5,NA,NA,117,0803169R20,FALSE,131731,27047689,26585037,0803169R20,74,HiSeq-2500 1TB,1x101,11250.5.197796.GCTACGT-AACGTAG.filter-RNA.fastq.gz,RT430,45442582,40143402,38474843,166619,1501940,0,0.9784,0.883387348,0.846669386,16-Dec-13_RA_1,E3,E,FALSE,FALSE,FALSE,FALSE,RT430:09:Control,9
0803169R12,T0803169R12,BOCWP,Block 12,9,3,RT430,Control,Roots,Day63,RT430:Roots,RT430:09:Control:Roots,RT430_09_Control_12,Row9,TRUE,2008/3/16,Julie P,11:06 AM,10,,216,2016/8/3,9,68,216,22.36,1.9480032,21.57,1.756113689,35.03,107.5,101.7,223.8,19.4965848,73.7,14.63768619,91.5,NA,NA,117,0803169R12,FALSE,131706,22663414,22460659,0803169R12,74,HiSeq-2500 1TB,1x101,11198.7.195894.CCAAGCA-TTGCTTG.filter-RNA.fastq.gz,RT430,51690477,47033720,45129670,197297,1706753,0,0.9791,0.909910737,0.873075131,16-Dec-13_RA_1,B3,B,FALSE,FALSE,FALSE,FALSE,RT430:09:Control,9
0803169R01,T0803169R01,BOPAS,Block 01,9,1,RT430,Control,Roots,Day63,RT430:Roots,RT430:09:Control:Roots,RT430_09_Control_1,Row9,TRUE,2008/3/16,Mala/Jessie/Amy,10:05 AM,10,,216,2016/8/3,9,68,216,12.1,1.054152,26.06,0.895908033,35.72,87.5,88.5,194.7,16.962264,67.9,15.54757476,86,NA,NA,100,0803169R01,FALSE,131773,20761786,20374635,0803169R01,74,HiSeq-2500 1TB,1x101,11228.7.196799.AGCTAAC-GGTTAGC.filter-RNA.fastq.gz,RT430,20374635,18423360,17680608,66392,676360,0,0.9794,0.904230186,0.867775447,16-Dec-20_RA_1,D2,D,FALSE,FALSE,FALSE,FALSE,RT430:09:Control,9
0810162R20,T0810162R20,BOCTO,Block 20,10,2,RT430,Control,Roots,Day70,RT430:Roots,RT430:10:Control:Roots,RT430_10_Control_20,Row2,FALSE,2008/10/16,John Vogel,12:30 PM,10,,216,2016/8/3,9,68,216,23.64,2.0595168,21.04,1.869189041,34.73,102,90.3,198.6,17.3015964,63.5,18.03423729,94.5,696,2352,114,0810160R20,TRUE,131737,25031309,24818814,0810160R20,75,HiSeq-2500 1TB,1x101,11198.4.195869.CCTTCCT-AAGGAAG.filter-RNA.fastq.gz,RT430,24818814,23153904,22293193,85319,775392,0,0.9797,0.932917423,0.898237643,16-Dec-13_RA_1,A5,A,FALSE,FALSE,FALSE,FALSE,RT430:10:Control,10
0810162R12,T0810162R12,BOCXH,Block 12,10,3,RT430,Control,Roots,Day70,RT430:Roots,RT430:10:Control:Roots,RT430_10_Control_12,Row2,FALSE,2008/10/16,Lifeng,11:15 AM,15,extra packet of roots,216,2016/8/3,9,68,216,22.36,1.9480032,21.57,1.756113689,35.03,107.5,101.7,223.8,19.4965848,73.7,14.63768619,91.5,1006,3206,109.4,0810160R12,TRUE,131712,25840276,25622975,0810160R12,75,HiSeq-2500 1TB,1x101,11199.8.195834.CACCTTA-GTAAGGT.filter-RNA.fastq.gz,RT430,25622975,23992949,23017342,92556,883051,0,0.9789,0.936384202,0.898308725,16-Dec-13_RA_1,F4,F,FALSE,FALSE,FALSE,FALSE,RT430:10:Control,10
0810162R01,T0810162R01,BOPBN,Block 01,10,1,RT430,Control,Roots,Day70,RT430:Roots,RT430:10:Control:Roots,RT430_10_Control_1,Row2,FALSE,2008/10/16,John Vogel,10:03 AM,10,,216,2016/8/3,9,68,216,12.1,1.054152,26.06,0.895908033,35.72,87.5,88.5,194.7,16.962264,67.9,15.54757476,86,288,974,96,0810160R01,TRUE,131779,24890424,24837825,0810160R01,75,HiSeq-2500 1TB,1x101,11228.2.196754.AGTCTCA-GTGAGAC.filter-RNA.fastq.gz,RT430,24837825,23394071,22409506,88992,895573,0,0.9786,0.941872769,0.902233026,16-Dec-20_RA_1,H3,H,FALSE,FALSE,FALSE,FALSE,RT430:10:Control,10
0817163R20,T0817163R20,BOCUG,Block 20,11,2,RT430,Control,Roots,Day77,RT430:Roots,RT430:11:Control:Roots,RT430_11_Control_20,Row3,FALSE,8/17/16,Jacob/Lily,1:08 PM,10,,216,2016/8/3,9,68,216,23.64,2.0595168,21.04,1.869189041,34.73,102,90.3,198.6,17.3015964,63.5,18.03423729,94.5,NA,NA,121.2,0817163R20,FALSE,131743,23576203,23560719,0817163R20,76,HiSeq-2500 1TB,1x101,11198.8.195902.CGACCAT-AATGGTC.filter-RNA.fastq.gz,RT430,23560719,21887615,21070636,80929,736050,0,0.9795,0.928987566,0.894312096,16-Dec-13_RA_1,E6,E,FALSE,FALSE,FALSE,FALSE,RT430:11:Control,11
0817163R12,T0817163R12,BOCYB,Block 12,11,3,RT430,Control,Roots,Day77,RT430:Roots,RT430:11:Control:Roots,RT430_11_Control_12,Row3,FALSE,8/17/16,Jacob/Lily,12:03 PM,15,,216,2016/8/3,9,68,216,22.36,1.9480032,21.57,1.756113689,35.03,107.5,101.7,223.8,19.4965848,73.7,14.63768619,91.5,NA,NA,120.6,0817163R12,FALSE,131718,24363217,24330277,0817163R12,76,HiSeq-2500 1TB,1x101,11199.8.195834.TGTGGTA-GTACCAC.filter-RNA.fastq.gz,RT430,24330277,22786121,21924374,84568,777179,0,0.9804,0.936533563,0.901114854,16-Dec-13_RA_1,B6,B,FALSE,FALSE,FALSE,FALSE,RT430:11:Control,11
0817163R01,T0817163R01,BOPCC,Block 01,11,1,RT430,Control,Roots,Day77,RT430:Roots,RT430:11:Control:Roots,RT430_11_Control_1,Row3,FALSE,8/17/16,Jacob/Lily,10:48 AM,10,,216,2016/8/3,9,68,216,12.1,1.054152,26.06,0.895908033,35.72,87.5,88.5,194.7,16.962264,67.9,15.54757476,86,NA,NA,105.8,0817163R01,FALSE,131785,20341671,20291967,0817163R01,76,HiSeq-2500 1TB,1x101,11238.5.197192.ACGATGA-GTCATCG.filter-RNA.fastq.gz,RT430,20291967,18822446,18084582,68491,669373,0,0.9797,0.927581146,0.891218776,16-Dec-20_RA_1,D5,D,FALSE,FALSE,FALSE,FALSE,RT430:11:Control,11
0824164R20,T0824164R20,BZNOH,Block 20,12,2,RT430,Control,Roots,Day84,RT430:Roots,RT430:12:Control:Roots,RT430_12_Control_20,Row4,FALSE,8/24/16,Amy/Jeff,12:51 PM,10,,216,2016/8/3,9,68,216,23.64,2.0595168,21.04,1.869189041,34.73,102,90.3,198.6,17.3015964,63.5,18.03423729,94.5,1000,2980,122,0824164R20,FALSE,155873,51386360,50608868,0824164R20,77,HiSeq-2000 1TB,2x151,11944.1.229755.TGTGCGT-AACGCAC.filter-RNA.fastq.gz,RT430,25304434,23244576,22072754,211466,960356,0,0.9789,0.918596954,0.872287995,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,RT430:12:Control,12
0824164R12,T0824164R12,BOPTU,Block 12,12,3,RT430,Control,Roots,Day84,RT430:Roots,RT430:12:Control:Roots,RT430_12_Control_12,Row4,FALSE,8/24/16,Lifeng,11:27 AM,15,,216,2016/8/3,9,68,216,22.36,1.9480032,21.57,1.756113689,35.03,107.5,101.7,223.8,19.4965848,73.7,14.63768619,91.5,1184,3612,126.6,0824164R12,FALSE,131794,18208706,18170620,0824164R12,77,HiSeq-2500 1TB,1x101,11238.7.197210.GAAGTAC-GGTACTT.filter-RNA.fastq.gz,RT430,18170620,16448085,15792055,57881,598149,0,0.9799,0.905202189,0.869098303,16-Dec-20_RA_2,B2,B,FALSE,FALSE,FALSE,FALSE,RT430:12:Control,12
0831165R20,T0831165R20,BOCOG,Block 20,13,2,RT430,Control,Roots,Day91,RT430:Roots,RT430:13:Control:Roots,RT430_13_Control_20,Row5,NA,8/31/16,Jeff,12:57 PM,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0831165R20,FALSE,131695,27583718,27531022,0831165R20,78,HiSeq-2500 1TB,1x101,11250.3.197778.TGTGGTA-GTACCAC.filter-RNA.fastq.gz,RT430,63586102,57664730,55339877,271386,2053467,0,0.9805,0.906876317,0.870314035,16-Dec-12_RA_1,B6,B,FALSE,FALSE,FALSE,FALSE,RT430:13:Control,13
0831165R01,T0831165R01,BOPNB,Block 01,13,1,RT430,Control,Roots,Day91,RT430:Roots,RT430:13:Control:Roots,RT430_13_Control_1,Row5,NA,8/31/16,Kristin,10:08 AM,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0831165R02,TRUE,131944,14452764,14188989,0831165R02,78,HiSeq-2500 1TB,1x101,11238.4.197183.CTCGATA-GTATCGA.filter-RNA.fastq.gz,RT430,14188989,12692955,12171712,51479,469764,0,0.98,0.894563735,0.857827996,16-Dec-20_RA_1,H4,H,FALSE,FALSE,FALSE,FALSE,RT430:13:Control,13
0831165R12,T0831165R12,BOPUP,Block 12,13,3,RT430,Control,Roots,Day91,RT430:Roots,RT430:13:Control:Roots,RT430_13_Control_12,Row5,NA,8/31/16,Kristin,11:28 AM,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0831165R12,FALSE,131800,26215398,26101866,0831165R12,78,HiSeq-2500 1TB,1x101,11237.3.197246.AAGAGCC-TGGCTCT.filter-RNA.fastq.gz,RT430,26101866,23476901,22548284,90042,838575,0,0.9796,0.899433818,0.863857166,16-Dec-20_RA_2,F3,F,FALSE,FALSE,FALSE,FALSE,RT430:13:Control,13
0907166R12,T0907166R12,BOPWH,Block 12,14,3,RT430,Control,Roots,Day98,RT430:Roots,RT430:14:Control:Roots,RT430_14_Control_12,Row6,FALSE,2009/7/16,Julie S/Julie P,11:18 AM,10,,216,2016/8/3,9,68,216,22.36,1.9480032,21.57,1.756113689,35.03,107.5,101.7,223.8,19.4965848,73.7,14.63768619,91.5,499,1495,124.6,0907166R12,FALSE,131806,22817149,22623255,0907166R12,79,HiSeq-2500 1TB,1x101,11238.7.197210.CTCGATA-GTATCGA.filter-RNA.fastq.gz,RT430,22623255,20304575,19489675,81678,733222,0,0.9802,0.897509001,0.861488544,16-Dec-20_RA_2,B5,B,FALSE,TRUE,FALSE,FALSE,RT430:14:Control,14
0914167R12,T0914167R12,BOPXG,Block 12,15,3,RT430,Control,Roots,Day105,RT430:Roots,RT430:15:Control:Roots,RT430_15_Control_12,Row7,FALSE,9/14/16,Mark/Ryan/Jeff,11:33 AM,10,,216,2016/8/3,9,68,216,22.36,1.9480032,21.57,1.756113689,35.03,107.5,101.7,223.8,19.4965848,73.7,14.63768619,91.5,NA,NA,129.2,0914167R12,FALSE,131813,23809818,23716621,0914167R12,80,HiSeq-2500 1TB,1x101,11237.2.197237.AGCTCCT-TAGGAGC.filter-RNA.fastq.gz,RT430,23716621,21081130,20138256,91711,851163,0,0.9766,0.88887578,0.849119948,16-Dec-20_RA_2,H6,H,FALSE,FALSE,FALSE,FALSE,RT430:15:Control,15
0914167R20,T0914167R20,BOPTA,Block 20,15,2,RT430,Control,Roots,Day105,RT430:Roots,RT430:15:Control:Roots,RT430_15_Control_20,Row7,FALSE,9/14/16,Mark/Ryan/Jeff,12:40 PM,10,,216,2016/8/3,9,68,216,23.64,2.0595168,21.04,1.869189041,34.73,102,90.3,198.6,17.3015964,63.5,18.03423729,94.5,NA,NA,127.4,0914167R20,FALSE,131835,17805977,16995935,0914167R20,80,HiSeq-2500 1TB,1x101,11238.7.197210.TCGGTTA-GTAACCG.filter-RNA.fastq.gz,RT430,16995935,12959518,12307205,54672,597641,0,0.9742,0.762506917,0.724126387,16-Dec-20_RA_2,F6,F,FALSE,FALSE,FALSE,FALSE,RT430:15:Control,15
0914167R01,T0914167R01,BOPWW,Block 01,15,1,RT430,Control,Roots,Day105,RT430:Roots,RT430:15:Control:Roots,RT430_15_Control_1,Row7,FALSE,9/14/16,Mark/Ryan,10:21 AM,10,,216,2016/8/3,9,68,216,12.1,1.054152,26.06,0.895908033,35.72,87.5,88.5,194.7,16.962264,67.9,15.54757476,86,NA,NA,110.8,0914167R01,FALSE,131810,16150283,15198035,0914167R01,80,HiSeq-2500 1TB,1x101,11237.8.197290.ACACCAG-ACTGGTG.filter-RNA.fastq.gz,RT430,15198035,12102098,11442675,45816,613607,0,0.9724,0.7962936,0.752904899,16-Dec-20_RA_2,A6,A,FALSE,FALSE,FALSE,FALSE,RT430:15:Control,15
0921168R12,T0921168R12,BTOPU,Block 12,16,3,RT430,Control,Roots,Day112,RT430:Roots,RT430:16:Control:Roots,RT430_16_Control_12,Row8,FALSE,9/21/16,Kristin/Peggy/Pubudu,11:17 AM,10,,216,2016/8/3,9,68,216,22.36,1.9480032,21.57,1.756113689,35.03,107.5,101.7,223.8,19.4965848,73.7,14.63768619,91.5,652.3,1540,126.8,0921168R12,FALSE,134914,22722884,22452000,0921168R12,81,HiSeq-2500 1TB,1x101,11586.4.212634.GCCTTGT-AACAAGG.filter-RNA.fastq.gz,RT430,22452000,17198443,16239205,67471,891767,0,0.9717,0.766009398,0.723285453,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,RT430:16:Control,16
0928169R20,T0928169R20,BOPSG,Block 20,17,2,RT430,Control,Roots,Day119,RT430:Roots,RT430:17:Control:Roots,RT430_17_Control_20,Row9,FALSE,9/28/16,Julie P,12:16 PM,10,,216,2016/8/3,9,68,216,23.64,2.0595168,21.04,1.869189041,34.73,102,90.3,198.6,17.3015964,63.5,18.03423729,94.5,NA,NA,125.4,0928169R20,FALSE,131829,22245702,22207778,0928169R20,82,HiSeq-2500 1TB,1x101,11238.8.197219.TGACTGA-GTCAGTC.filter-RNA.fastq.gz,RT430,22207778,20543360,19764899,90988,687473,0,0.9804,0.925052475,0.889998945,16-Dec-20_RA_2,B5,B,FALSE,FALSE,FALSE,FALSE,RT430:17:Control,17
0928169R01,T0928169R01,BOPOG,Block 01,17,1,RT430,Control,Roots,Day119,RT430:Roots,RT430:17:Control:Roots,RT430_17_Control_1,Row9,FALSE,9/28/16,Cheng/Julie S/Peggy,10:10 AM,10,,216,2016/8/3,9,68,216,12.1,1.054152,26.06,0.895908033,35.72,87.5,88.5,194.7,16.962264,67.9,15.54757476,86,NA,NA,108.4,0928169R01,FALSE,131815,19343374,19127309,0928169R01,82,HiSeq-2500 1TB,1x101,11237.1.197228.ATAGCGG-ACCGCTA.filter-RNA.fastq.gz,RT430,19127309,16775160,16059468,69902,645790,0,0.98,0.877026664,0.839609377,16-Dec-20_RA_2,C1,C,FALSE,FALSE,FALSE,FALSE,RT430:17:Control,17
0928169R12,T0928169R12,BOPPC,Block 12,17,3,RT430,Control,Roots,Day119,RT430:Roots,RT430:17:Control:Roots,RT430_17_Control_12,Row9,FALSE,9/28/16,Julie P,11:10 AM,10,,216,2016/8/3,9,68,216,22.36,1.9480032,21.57,1.756113689,35.03,107.5,101.7,223.8,19.4965848,73.7,14.63768619,91.5,NA,NA,127.8,0928169R12,FALSE,131821,22114985,22036353,0928169R12,82,HiSeq-2500 1TB,1x101,11237.8.197290.TCATCAC-GGTGATG.filter-RNA.fastq.gz,RT430,22036353,20287967,19450689,88288,748990,0,0.9801,0.920659013,0.882663706,16-Dec-20_RA_2,B3,B,FALSE,FALSE,FALSE,FALSE,RT430:17:Control,17
0622162R06,T0622162R06,BOCBA,Block 06,3,3,BT642,Preflowering,Roots,Day21,BT642:Roots,BT642:03:Preflowering:Roots,BT642_03_Preflowering_6, Row2,FALSE,6/22/16,Raney,11:39 AM,15,,216,2016/8/3,9,68,216,12.72,1.1081664,40.12,0.762724184,23.94,130.5,64.4,141.6,12.3366276,73.4,9.368108287,137,NA,NA,33.1,0622162R06,FALSE,131840,24517652,24169601,0622162R06,45,HiSeq-2500 1TB,1x101,11193.6.195689.TGTACAC-GGTGTAC.filter-RNA.fastq.gz,BT642,24169601,23399198,22466383,82825,849990,0,0.9797,0.968125125,0.92953057,16-Dec-12_RA_1,B2,B,FALSE,FALSE,FALSE,FALSE,BT642:03:Preflowering,3
0622162R14,T0622162R14,BOCHB,Block 14,3,2,BT642,Preflowering,Roots,Day21,BT642:Roots,BT642:03:Preflowering:Roots,BT642_03_Preflowering_14, Row2,FALSE,6/22/16,XXX,12:11 PM,15,,230,2016/8/17,11,82,230,13.99,1.2188088,41.4,0.820944778,25.2,127,48.7,107.1,9.3270672,70.1,7.961108571,129.5,NA,NA,24.9,0622162R14,FALSE,131863,21851343,21821836,0622162R14,45,HiSeq-2500 1TB,1x101,11250.1.197760.GAAGTAC-GGTACTT.filter-RNA.fastq.gz,BT642,35014653,34030338,32770895,137669,1121774,0,0.9812,0.971888483,0.935919456,16-Dec-12_RA_1,B2,B,FALSE,FALSE,FALSE,FALSE,BT642:03:Preflowering,3
0622162R17,T0622162R17,BOPGT,Block 17,3,1,BT642,Preflowering,Roots,Day21,BT642:Roots,BT642:03:Preflowering:Roots,BT642_03_Preflowering_17, Row2,FALSE,6/22/16,XXX,11:50 AM,15,,230,2016/8/17,11,82,230,16.6,1.446192,35.59,1.070680767,25.17,137.5,58.1,127.9,11.142648,73.9,8.305079255,122,NA,NA,24.2,0622162R17,FALSE,131934,22124572,21895937,0622162R17,45,HiSeq-2500 1TB,1x101,11238.4.197183.TAGTGAC-GGTCACT.filter-RNA.fastq.gz,BT642,21895937,21232649,20388412,78660,765577,0,0.9802,0.969707257,0.931150469,16-Dec-20_RA_1,D2,D,FALSE,FALSE,FALSE,FALSE,BT642:03:Preflowering,3
0629164R06,T0629164R06,BOCBS,Block 06,4,3,BT642,Preflowering,Roots,Day28,BT642:Roots,BT642:04:Preflowering:Roots,BT642_04_Preflowering_6,Row4,FALSE,6/29/16,Dan/Heidi/Hannah,10:42 AM,10,,216,2016/8/3,9,68,216,12.72,1.1081664,40.12,0.762724184,23.94,130.5,64.4,141.6,12.3366276,73.4,9.368108287,137,19.4,103.74,36.8,0629164R06,FALSE,131844,24314962,24229726,0629164R06,46,HiSeq-2500 1TB,1x101,11250.2.197769.TCATCAC-GGTGATG.filter-RNA.fastq.gz,BT642,54293285,52566914,50468498,229470,1868946,0,0.9808,0.968202863,0.929553222,16-Dec-12_RA_1,B3,B,FALSE,FALSE,FALSE,FALSE,BT642:04:Preflowering,4
0629164R14,T0629164R14,BOCHT,Block 14,4,2,BT642,Preflowering,Roots,Day28,BT642:Roots,BT642:04:Preflowering:Roots,BT642_04_Preflowering_14,Row4,FALSE,6/29/16,Dan/Heidi/Hannah,11:29 AM,15,,230,2016/8/17,11,82,230,13.99,1.2188088,41.4,0.820944778,25.2,127,48.7,107.1,9.3270672,70.1,7.961108571,129.5,12.6,67.41,31,0629164R14,FALSE,131867,24395191,24115216,0629164R14,46,HiSeq-2500 1TB,1x101,11193.3.195661.CCAAGCA-TTGCTTG.filter-RNA.fastq.gz,BT642,24115216,23328306,22427295,93598,807413,0,0.9815,0.967368735,0.930005976,16-Dec-12_RA_1,B3,B,FALSE,FALSE,FALSE,FALSE,BT642:04:Preflowering,4
0629164R17,T0629164R17,BOPHC,Block 17,4,1,BT642,Preflowering,Roots,Day28,BT642:Roots,BT642:04:Preflowering:Roots,BT642_04_Preflowering_17,Row4,FALSE,6/29/16,Mala,11:42 AM,10,,230,2016/8/17,11,82,230,16.6,1.446192,35.59,1.070680767,25.17,137.5,58.1,127.9,11.142648,73.9,8.305079255,122,12.4,63.1,30,0629164R17,FALSE,131938,18068877,18033404,0629164R17,46,HiSeq-2500 1TB,1x101,11228.3.196763.ATGGTCC-TGGACCA.filter-RNA.fastq.gz,BT642,18033404,17464012,16706439,70339,687234,0,0.9806,0.968425706,0.926416277,16-Dec-20_RA_1,D3,D,FALSE,FALSE,FALSE,FALSE,BT642:04:Preflowering,4
0706165R06,T0706165R06,BOCCB,Block 06,5,3,BT642,Preflowering,Roots,Day35,BT642:Roots,BT642:05:Preflowering:Roots,BT642_05_Preflowering_6,Row5,FALSE,2007/6/16,Ashwin,10:28AM,10,,216,2016/8/3,9,68,216,12.72,1.1081664,40.12,0.762724184,23.94,130.5,64.4,141.6,12.3366276,73.4,9.368108287,137,NA,NA,46.6,0706165R06,FALSE,131848,13289590,13178305,0706165R06,47,HiSeq-2500 1TB,1x101,11198.1.195842.TTCGTAC-GGTACGA.filter-RNA.fastq.gz,BT642,35304845,34131531,32657782,155674,1318075,0,0.9812,0.966766204,0.92502267,16-Dec-12_RA_1,B4,B,FALSE,FALSE,FALSE,FALSE,BT642:05:Preflowering,5
0706165R14,T0706165R14,BZNOX,Block 14,5,2,BT642,Preflowering,Roots,Day35,BT642:Roots,BT642:05:Preflowering:Roots,BT642_05_Preflowering_14,Row5,FALSE,2007/6/16,Ashwin,11:17AM,10,,230,2016/8/17,11,82,230,13.99,1.2188088,41.4,0.820944778,25.2,127,48.7,107.1,9.3270672,70.1,7.961108571,129.5,NA,NA,41.3,0706165R14,FALSE,155881,28152516,28079953,0706165R14,47,HiSeq-2500 1TB,1x101,11887.5.224823.ACGGTCT-AAGACCG.filter-RNA.fastq.gz,BT642,28079953,27055153,25914014,111027,1030112,0,0.982,0.963504212,0.922865291,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,BT642:05:Preflowering,5
