,Metagenome_count,Metatrans_count,Pangenome,A. persicinum_MAG,A. persicinum3.15288,A. persicinum3.1556,A. persicinum3.1579,A. persicinum3.2854,A. persicinum3.3503,A. persicinum3.2857,A. persicinum3.2858,A. persicinum3.2859,A. persicinum3.2862
C10677,0,0,1,0,0,0,1,0,0,1,1,0,0
C10678,0,0,1,0,0,0,1,0,0,1,1,0,0
C10679,0,0,1,0,0,0,1,0,0,1,1,0,0
C10681,0,0,1,0,0,0,1,0,0,1,1,0,0
C10682,0,0,1,0,0,0,1,0,0,1,1,0,0
C10683,0,0,1,0,0,0,1,0,0,1,1,0,0
C10684,0,0,1,0,0,0,1,0,0,1,1,0,0
C10685,0,0,1,0,0,0,1,0,0,1,1,0,0
C10686,0,0,1,0,0,0,1,0,0,1,1,0,0
C10688,0,0,1,0,0,0,1,0,0,1,1,0,0
C10690,0,0,1,0,0,0,1,0,0,1,1,0,0
C10691,0,0,1,0,0,0,1,0,0,1,1,0,0
C10692,3,0,1,0,0,0,1,0,0,1,1,0,0
C10693,1,0,1,0,0,0,1,0,0,1,1,0,0
C10694,3,0,1,0,0,0,1,0,0,1,1,0,0
C10695,0,0,1,0,0,0,1,0,0,1,1,0,0
C10696,0,0,1,0,0,0,1,0,0,1,1,0,0
C10697,75,8,1,0,0,0,1,0,0,1,1,0,0
C10698,0,0,1,0,0,0,1,0,0,1,1,0,0
C10699,6,0,1,0,0,0,1,0,0,1,1,0,0
C10701,85,5,1,0,0,0,1,0,0,1,1,0,0
C10702,0,0,1,0,0,0,1,0,0,1,1,0,0
C10704,0,0,1,0,0,0,1,0,0,1,1,0,0
C10705,0,0,1,0,0,0,1,0,0,1,1,0,0
C10706,1,0,1,0,0,0,1,0,0,1,1,0,0
C10707,0,0,1,0,0,0,1,0,0,1,1,0,0
C10708,0,0,1,0,0,0,1,0,0,1,1,0,0
C10709,4,0,1,0,0,0,1,0,0,1,1,0,0
C10710,1,0,1,0,0,0,1,0,0,1,1,0,0
C10711,0,0,1,0,0,0,1,0,0,1,1,0,0
C10712,4,0,1,0,0,0,1,0,0,1,1,0,0
C10713,1,0,1,0,0,0,1,0,0,1,1,0,0
C10714,55,107,1,0,0,0,1,0,0,1,1,0,0
C10715,0,0,1,0,0,0,1,0,0,1,1,0,0
C10716,30,31,1,0,0,0,1,0,0,1,1,0,0
C10717,2,0,1,0,0,0,1,0,0,1,1,0,0
C10718,232,3,1,0,0,0,1,0,0,1,1,0,0
C10719,0,0,1,0,0,0,1,0,0,1,1,0,0
C10720,0,0,1,0,0,0,1,0,0,1,1,0,0
C10721,2,0,1,0,0,0,1,0,0,1,1,0,0
C10723,0,0,1,0,0,0,1,0,0,1,1,0,0
C10724,0,0,1,0,0,0,1,0,0,1,1,0,0
C10725,2,1,1,0,0,0,1,0,0,1,1,0,0
C10726,1,0,1,0,0,0,1,0,0,1,1,0,0
C10728,0,0,1,0,0,0,1,0,0,1,1,0,0
C10729,0,0,1,0,0,0,1,0,0,1,1,0,0
C10731,0,0,1,0,0,0,1,0,0,1,1,0,0
C10732,0,0,1,0,0,0,1,0,0,1,1,0,0
C10733,2,0,1,0,0,0,1,0,0,1,1,0,0
C10734,7,0,1,0,0,0,1,0,0,1,1,0,0
C10735,0,0,1,0,0,0,1,0,0,1,1,0,0
C10839,28,4,1,0,0,0,1,0,0,1,1,0,0
C10840,0,0,1,0,0,0,1,0,0,1,1,0,0
C10841,5,1,1,0,0,0,1,0,0,1,1,0,0
C10842,0,0,1,0,0,0,1,0,0,1,1,0,0
C10843,0,0,1,0,0,0,1,0,0,1,1,0,0
C10844,0,0,1,0,0,0,1,0,0,1,1,0,0
C10845,0,0,1,0,0,0,1,0,0,1,1,0,0
C10846,12,0,1,0,0,0,1,0,0,1,1,0,0
C10847,0,0,1,0,0,0,1,0,0,1,1,0,0
C10848,4,0,1,0,0,0,1,0,0,1,1,0,0
C10849,15,5,1,0,0,0,1,0,0,1,1,0,0
C10850,0,0,1,0,0,0,1,0,0,1,1,0,0
C10851,0,0,1,0,0,0,1,0,0,1,1,0,0
C10852,1,0,1,0,0,0,1,0,0,1,1,0,0
C10853,0,0,1,0,0,0,1,0,0,1,1,0,0
C10855,1,0,1,0,0,0,1,0,0,1,1,0,0
C10856,0,0,1,0,0,0,1,0,0,1,1,0,0
C10857,3,0,1,0,0,0,1,0,0,1,1,0,0
C10860,0,0,1,0,0,0,1,0,0,1,1,0,0
C10861,0,0,1,0,0,0,1,0,0,1,1,0,0
C10862,4,0,1,0,0,0,1,0,0,1,1,0,0
C10864,5,0,1,0,0,0,1,0,0,1,1,0,0
C10209,0,0,1,0,0,0,1,0,0,1,0,1,0
C10632,0,0,1,0,0,0,1,0,0,1,0,1,0
C10651,0,0,1,0,0,0,1,0,0,1,0,1,0
C10700,0,0,1,0,0,0,1,0,0,1,0,1,0
C30,0,0,1,0,0,0,1,0,0,1,0,0,0
C5060,0,0,1,0,0,0,1,0,0,1,0,0,0
C8602,0,0,1,0,0,0,1,0,0,1,0,0,0
C9407,0,0,1,0,0,0,1,0,0,1,0,0,0
C9677,0,0,1,0,0,0,1,0,0,1,0,0,0
C9768,0,0,1,0,0,0,1,0,0,1,0,0,0
C9776,20,0,1,0,0,0,1,0,0,1,0,0,0
C9974,0,0,1,0,0,0,1,0,0,1,0,0,0
C9975,0,0,1,0,0,0,1,0,0,1,0,0,0
C10144,0,0,1,0,0,0,1,0,0,1,0,0,0
C10145,0,0,1,0,0,0,1,0,0,1,0,0,0
C10147,0,0,1,0,0,0,1,0,0,1,0,0,0
C10153,9,0,1,0,0,0,1,0,0,1,0,0,0
C10154,17,0,1,0,0,0,1,0,0,1,0,0,0
C10162,1,0,1,0,0,0,1,0,0,1,0,0,0
C10170,0,0,1,0,0,0,1,0,0,1,0,0,0
C10217,13,0,1,0,0,0,1,0,0,1,0,0,0
C10542,1,0,1,0,0,0,1,0,0,1,0,0,0
C10545,0,0,1,0,0,0,1,0,0,1,0,0,0
C10551,0,0,1,0,0,0,1,0,0,1,0,0,0
C10552,0,0,1,0,0,0,1,0,0,1,0,0,0
C10574,1,0,1,0,0,0,1,0,0,1,0,0,0
C10579,0,0,1,0,0,0,1,0,0,1,0,0,0
C10580,0,0,1,0,0,0,1,0,0,1,0,0,0
C10583,2,0,1,0,0,0,1,0,0,1,0,0,0
C10584,0,0,1,0,0,0,1,0,0,1,0,0,0
C10585,0,0,1,0,0,0,1,0,0,1,0,0,0
C10594,0,0,1,0,0,0,1,0,0,1,0,0,0
C10608,0,0,1,0,0,0,1,0,0,1,0,0,0
C10627,72,15,1,0,0,0,1,0,0,1,0,0,0
C10633,0,0,1,0,0,0,1,0,0,1,0,0,0
C10635,55,9,1,0,0,0,1,0,0,1,0,0,0
C10650,0,0,1,0,0,0,1,0,0,1,0,0,0
C10667,14,0,1,0,0,0,1,0,0,1,0,0,0
C10675,353,2,1,0,0,0,1,0,0,1,0,0,0
C11124,1187,25,1,0,0,0,1,0,0,1,0,0,0
C11596,21,1,1,0,0,0,1,0,0,1,0,0,0
C11598,0,0,1,0,0,0,1,0,0,1,0,0,0
C11601,0,0,1,0,0,0,1,0,0,1,0,0,0
C11602,60,1,1,0,0,0,1,0,0,1,0,0,0
C11605,0,0,1,0,0,0,1,0,0,1,0,0,0
C11607,2,0,1,0,0,0,1,0,0,1,0,0,0
C11608,4,0,1,0,0,0,1,0,0,1,0,0,0
C11609,0,0,1,0,0,0,1,0,0,1,0,0,0
C11610,0,0,1,0,0,0,1,0,0,1,0,0,0
C11611,2,0,1,0,0,0,1,0,0,1,0,0,0
C11612,0,0,1,0,0,0,1,0,0,1,0,0,0
C11614,0,0,1,0,0,0,1,0,0,1,0,0,0
C11615,0,0,1,0,0,0,1,0,0,1,0,0,0
C11616,2,0,1,0,0,0,1,0,0,1,0,0,0
C11617,0,0,1,0,0,0,1,0,0,1,0,0,0
C11622,14,0,1,0,0,0,1,0,0,1,0,0,0
C11626,0,0,1,0,0,0,1,0,0,1,0,0,0
C11629,0,0,1,0,0,0,1,0,0,1,0,0,0
C11630,0,0,1,0,0,0,1,0,0,1,0,0,0
C11631,0,0,1,0,0,0,1,0,0,1,0,0,0
C11632,0,0,1,0,0,0,1,0,0,1,0,0,0
C11633,1,0,1,0,0,0,1,0,0,1,0,0,0
C11634,3,1,1,0,0,0,1,0,0,1,0,0,0
C11636,1,0,1,0,0,0,1,0,0,1,0,0,0
C11637,0,0,1,0,0,0,1,0,0,1,0,0,0
C11639,0,0,1,0,0,0,1,0,0,1,0,0,0
C11640,2,1,1,0,0,0,1,0,0,1,0,0,0
C11641,0,0,1,0,0,0,1,0,0,1,0,0,0
C11642,1,0,1,0,0,0,1,0,0,1,0,0,0
C11646,0,0,1,0,0,0,1,0,0,1,0,0,0
C11648,38,0,1,0,0,0,1,0,0,1,0,0,0
C11649,0,0,1,0,0,0,1,0,0,1,0,0,0
C11650,17,4,1,0,0,0,1,0,0,1,0,0,0
C11653,0,0,1,0,0,0,1,0,0,1,0,0,0
C11658,6,0,1,0,0,0,1,0,0,1,0,0,0
C11659,4,0,1,0,0,0,1,0,0,1,0,0,0
C11661,11,0,1,0,0,0,1,0,0,1,0,0,0
C11662,0,0,1,0,0,0,1,0,0,1,0,0,0
C11667,0,0,1,0,0,0,1,0,0,1,0,0,0
C11668,0,0,1,0,0,0,1,0,0,1,0,0,0
C11669,6,0,1,0,0,0,1,0,0,1,0,0,0
C11670,0,0,1,0,0,0,1,0,0,1,0,0,0
C11671,0,0,1,0,0,0,1,0,0,1,0,0,0
C11672,1,0,1,0,0,0,1,0,0,1,0,0,0
C11674,0,0,1,0,0,0,1,0,0,1,0,0,0
C11675,49,1,1,0,0,0,1,0,0,1,0,0,0
C11677,0,0,1,0,0,0,1,0,0,1,0,0,0
C11678,1,0,1,0,0,0,1,0,0,1,0,0,0
C11679,8,2,1,0,0,0,1,0,0,1,0,0,0
C11680,2,0,1,0,0,0,1,0,0,1,0,0,0
C11684,0,0,1,0,0,0,1,0,0,1,0,0,0
C11685,0,0,1,0,0,0,1,0,0,1,0,0,0
C11686,0,0,1,0,0,0,1,0,0,1,0,0,0
C11687,0,0,1,0,0,0,1,0,0,1,0,0,0
C11689,0,0,1,0,0,0,1,0,0,1,0,0,0
C11693,8.571,1,1,0,0,0,1,0,0,1,0,0,0
C11694,0,0,1,0,0,0,1,0,0,1,0,0,0
C11696,0,0,1,0,0,0,1,0,0,1,0,0,0
C11699,29.426,3.65,1,0,0,0,1,0,0,1,0,0,0
C11700,24,2,1,0,0,0,1,0,0,1,0,0,0
C11702,235,98,1,0,0,0,1,0,0,1,0,0,0
C11703,0,0,1,0,0,0,1,0,0,1,0,0,0
C11705,1,0,1,0,0,0,1,0,0,1,0,0,0
C11706,3,0,1,0,0,0,1,0,0,1,0,0,0
C11707,0,0,1,0,0,0,1,0,0,1,0,0,0
C11708,0,0,1,0,0,0,1,0,0,1,0,0,0
C11711,22.5,16.889,1,0,0,0,1,0,0,1,0,0,0
C11712,0,0,1,0,0,0,1,0,0,1,0,0,0
C11713,0,0,1,0,0,0,1,0,0,1,0,0,0
C11714,168,1,1,0,0,0,1,0,0,1,0,0,0
C11715,10,2,1,0,0,0,1,0,0,1,0,0,0
C11717,3,0,1,0,0,0,1,0,0,1,0,0,0
C11828,0,0,1,0,0,0,1,0,0,1,0,0,0
C11829,0,0,1,0,0,0,1,0,0,1,0,0,0
C11830,0,0,1,0,0,0,1,0,0,1,0,0,0
C11831,0,0,1,0,0,0,1,0,0,1,0,0,0
C11832,2,0,1,0,0,0,1,0,0,1,0,0,0
C11833,3,0,1,0,0,0,1,0,0,1,0,0,0
C11834,0,0,1,0,0,0,1,0,0,1,0,0,0
C11835,0,0,1,0,0,0,1,0,0,1,0,0,0
C11836,2,0,1,0,0,0,1,0,0,1,0,0,0
C11837,45,3,1,0,0,0,1,0,0,1,0,0,0
C11838,15,0,1,0,0,0,1,0,0,1,0,0,0
C11839,0,0,1,0,0,0,1,0,0,1,0,0,0
C11840,0,0,1,0,0,0,1,0,0,1,0,0,0
C11841,3,0,1,0,0,0,1,0,0,1,0,0,0
C11843,0,0,1,0,0,0,1,0,0,1,0,0,0
C11844,2.509,12.981,1,0,0,0,1,0,0,1,0,0,0
C11845,0,0,1,0,0,0,1,0,0,1,0,0,0
C11846,0,0,1,0,0,0,1,0,0,1,0,0,0
C11847,7,0,1,0,0,0,1,0,0,1,0,0,0
C11848,0,0,1,0,0,0,1,0,0,1,0,0,0
C11620,0,0,1,0,0,0,1,0,0,0,1,0,0
C11688,0,0,1,0,0,0,1,0,0,0,1,0,0
C11827,0,0,1,0,0,0,1,0,0,0,1,0,0
C300,650,4,1,0,0,0,1,0,0,0,0,1,0
C11655,0,0,1,0,0,0,1,0,0,0,0,1,0
C11701,2,0,1,0,0,0,1,0,0,0,0,1,0
C11606,4,0,1,0,0,0,1,0,0,0,0,0,1
C2,0,0,1,0,0,0,1,0,0,0,0,0,0
C3,0,0,1,0,0,0,1,0,0,0,0,0,0
C8,0,0,1,0,0,0,1,0,0,0,0,0,0
C10,0,0,1,0,0,0,1,0,0,0,0,0,0
C22,0,0,1,0,0,0,1,0,0,0,0,0,0
C5061,0,0,1,0,0,0,1,0,0,0,0,0,0
C5062,0,0,1,0,0,0,1,0,0,0,0,0,0
C8603,0,0,1,0,0,0,1,0,0,0,0,0,0
C9219,0,0,1,0,0,0,1,0,0,0,0,0,0
C9220,0,0,1,0,0,0,1,0,0,0,0,0,0
C9221,0,0,1,0,0,0,1,0,0,0,0,0,0
C9761,1,0,1,0,0,0,1,0,0,0,0,0,0
C9762,0,0,1,0,0,0,1,0,0,0,0,0,0
C9763,0,0,1,0,0,0,1,0,0,0,0,0,0
C9765,0,0,1,0,0,0,1,0,0,0,0,0,0
C9767,0,0,1,0,0,0,1,0,0,0,0,0,0
C9949,3,0,1,0,0,0,1,0,0,0,0,0,0
C9950,0,0,1,0,0,0,1,0,0,0,0,0,0
C9951,4,0,1,0,0,0,1,0,0,0,0,0,0
C9953,0,0,1,0,0,0,1,0,0,0,0,0,0
C9955,0,0,1,0,0,0,1,0,0,0,0,0,0
C9956,0,0,1,0,0,0,1,0,0,0,0,0,0
C9957,0,0,1,0,0,0,1,0,0,0,0,0,0
C9958,0,0,1,0,0,0,1,0,0,0,0,0,0
C9959,0,0,1,0,0,0,1,0,0,0,0,0,0
C9960,0,0,1,0,0,0,1,0,0,0,0,0,0
C10142,0,0,1,0,0,0,1,0,0,0,0,0,0
C10143,0,0,1,0,0,0,1,0,0,0,0,0,0
C10148,0,0,1,0,0,0,1,0,0,0,0,0,0
C10149,67,0,1,0,0,0,1,0,0,0,0,0,0
C10151,1,0,1,0,0,0,1,0,0,0,0,0,0
C10152,1,0,1,0,0,0,1,0,0,0,0,0,0
C10155,0,0,1,0,0,0,1,0,0,0,0,0,0
C10157,0,0,1,0,0,0,1,0,0,0,0,0,0
C10158,0,0,1,0,0,0,1,0,0,0,0,0,0
C10161,0,0,1,0,0,0,1,0,0,0,0,0,0
C10163,0,0,1,0,0,0,1,0,0,0,0,0,0
C10164,0,0,1,0,0,0,1,0,0,0,0,0,0
C10165,0,0,1,0,0,0,1,0,0,0,0,0,0
C10167,0,0,1,0,0,0,1,0,0,0,0,0,0
C10541,0,0,1,0,0,0,1,0,0,0,0,0,0
C10543,0,0,1,0,0,0,1,0,0,0,0,0,0
C10544,0,0,1,0,0,0,1,0,0,0,0,0,0
C10546,0,0,1,0,0,0,1,0,0,0,0,0,0
C10547,0,0,1,0,0,0,1,0,0,0,0,0,0
C10548,0,0,1,0,0,0,1,0,0,0,0,0,0
C10549,0,0,1,0,0,0,1,0,0,0,0,0,0
C10550,0,0,1,0,0,0,1,0,0,0,0,0,0
C10553,0,0,1,0,0,0,1,0,0,0,0,0,0
C10555,0,0,1,0,0,0,1,0,0,0,0,0,0
C10556,0,0,1,0,0,0,1,0,0,0,0,0,0
C10557,0,0,1,0,0,0,1,0,0,0,0,0,0
C10558,0,0,1,0,0,0,1,0,0,0,0,0,0
C10559,0,0,1,0,0,0,1,0,0,0,0,0,0
C10560,0,0,1,0,0,0,1,0,0,0,0,0,0
C10561,0,0,1,0,0,0,1,0,0,0,0,0,0
C10562,2,0,1,0,0,0,1,0,0,0,0,0,0
C10563,0,0,1,0,0,0,1,0,0,0,0,0,0
C10564,0,0,1,0,0,0,1,0,0,0,0,0,0
C10565,0,0,1,0,0,0,1,0,0,0,0,0,0
C10566,0,0,1,0,0,0,1,0,0,0,0,0,0
C10568,0,0,1,0,0,0,1,0,0,0,0,0,0
C10569,0,0,1,0,0,0,1,0,0,0,0,0,0
C10570,0,0,1,0,0,0,1,0,0,0,0,0,0
C10571,0,0,1,0,0,0,1,0,0,0,0,0,0
C10572,0,0,1,0,0,0,1,0,0,0,0,0,0
C10573,0,0,1,0,0,0,1,0,0,0,0,0,0
C10575,0,0,1,0,0,0,1,0,0,0,0,0,0
C10576,0,0,1,0,0,0,1,0,0,0,0,0,0
C10577,0,0,1,0,0,0,1,0,0,0,0,0,0
C10578,0,0,1,0,0,0,1,0,0,0,0,0,0
C10581,0,0,1,0,0,0,1,0,0,0,0,0,0
C10582,3,1,1,0,0,0,1,0,0,0,0,0,0
C10586,0,0,1,0,0,0,1,0,0,0,0,0,0
C10587,0,0,1,0,0,0,1,0,0,0,0,0,0
C10588,0,0,1,0,0,0,1,0,0,0,0,0,0
C11501,1,0,1,0,0,0,1,0,0,0,0,0,0
C11502,0,0,1,0,0,0,1,0,0,0,0,0,0
C11503,0,0,1,0,0,0,1,0,0,0,0,0,0
C11504,9,0,1,0,0,0,1,0,0,0,0,0,0
C11505,0,0,1,0,0,0,1,0,0,0,0,0,0
C11506,0,0,1,0,0,0,1,0,0,0,0,0,0
C11507,0,0,1,0,0,0,1,0,0,0,0,0,0
C11508,0,0,1,0,0,0,1,0,0,0,0,0,0
C11509,0,0,1,0,0,0,1,0,0,0,0,0,0
C11510,1703,58,1,0,0,0,1,0,0,0,0,0,0
C11511,0,0,1,0,0,0,1,0,0,0,0,0,0
C11512,0,0,1,0,0,0,1,0,0,0,0,0,0
C11513,0,0,1,0,0,0,1,0,0,0,0,0,0
C11514,1,0,1,0,0,0,1,0,0,0,0,0,0
C11515,0,0,1,0,0,0,1,0,0,0,0,0,0
C11516,10,0,1,0,0,0,1,0,0,0,0,0,0
C11517,0,0,1,0,0,0,1,0,0,0,0,0,0
C11518,0,0,1,0,0,0,1,0,0,0,0,0,0
C11519,0,0,1,0,0,0,1,0,0,0,0,0,0
C11520,0,0,1,0,0,0,1,0,0,0,0,0,0
C11521,0,0,1,0,0,0,1,0,0,0,0,0,0
C11522,0,0,1,0,0,0,1,0,0,0,0,0,0
C11523,0,0,1,0,0,0,1,0,0,0,0,0,0
C11524,0,0,1,0,0,0,1,0,0,0,0,0,0
C11525,0,0,1,0,0,0,1,0,0,0,0,0,0
C11526,0,0,1,0,0,0,1,0,0,0,0,0,0
C11527,0,0,1,0,0,0,1,0,0,0,0,0,0
C11528,0,0,1,0,0,0,1,0,0,0,0,0,0
C11529,4,2,1,0,0,0,1,0,0,0,0,0,0
C11530,0,0,1,0,0,0,1,0,0,0,0,0,0
C11531,0,0,1,0,0,0,1,0,0,0,0,0,0
C11532,0,0,1,0,0,0,1,0,0,0,0,0,0
C11533,0,0,1,0,0,0,1,0,0,0,0,0,0
C11534,0,0,1,0,0,0,1,0,0,0,0,0,0
C11535,0,0,1,0,0,0,1,0,0,0,0,0,0
C11536,0,0,1,0,0,0,1,0,0,0,0,0,0
C11537,2,0,1,0,0,0,1,0,0,0,0,0,0
C11538,0,0,1,0,0,0,1,0,0,0,0,0,0
C11539,0,0,1,0,0,0,1,0,0,0,0,0,0
C11540,0,0,1,0,0,0,1,0,0,0,0,0,0
C11541,2,0,1,0,0,0,1,0,0,0,0,0,0
C11542,0,0,1,0,0,0,1,0,0,0,0,0,0
C11543,0,0,1,0,0,0,1,0,0,0,0,0,0
C11544,2,1,1,0,0,0,1,0,0,0,0,0,0
C11545,0,0,1,0,0,0,1,0,0,0,0,0,0
C11546,2,0,1,0,0,0,1,0,0,0,0,0,0
C11547,0,0,1,0,0,0,1,0,0,0,0,0,0
C11548,0,0,1,0,0,0,1,0,0,0,0,0,0
C11549,3,0,1,0,0,0,1,0,0,0,0,0,0
C11550,21,0,1,0,0,0,1,0,0,0,0,0,0
C11551,0,0,1,0,0,0,1,0,0,0,0,0,0
C11552,5,1,1,0,0,0,1,0,0,0,0,0,0
C11553,0,0,1,0,0,0,1,0,0,0,0,0,0
C11554,1,0,1,0,0,0,1,0,0,0,0,0,0
C11555,2,0,1,0,0,0,1,0,0,0,0,0,0
C11556,0,0,1,0,0,0,1,0,0,0,0,0,0
C11557,0,0,1,0,0,0,1,0,0,0,0,0,0
C11558,0,0,1,0,0,0,1,0,0,0,0,0,0
C11559,0,0,1,0,0,0,1,0,0,0,0,0,0
C11560,1,0,1,0,0,0,1,0,0,0,0,0,0
C11561,0,0,1,0,0,0,1,0,0,0,0,0,0
C11562,0,0,1,0,0,0,1,0,0,0,0,0,0
C11563,0,0,1,0,0,0,1,0,0,0,0,0,0
C11564,0,0,1,0,0,0,1,0,0,0,0,0,0
C11565,0,0,1,0,0,0,1,0,0,0,0,0,0
C11566,0,0,1,0,0,0,1,0,0,0,0,0,0
C11567,0,0,1,0,0,0,1,0,0,0,0,0,0
C11568,0,0,1,0,0,0,1,0,0,0,0,0,0
C11569,0,0,1,0,0,0,1,0,0,0,0,0,0
C11570,0,0,1,0,0,0,1,0,0,0,0,0,0
C11571,0,0,1,0,0,0,1,0,0,0,0,0,0
C11572,0,2,1,0,0,0,1,0,0,0,0,0,0
C11573,0,0,1,0,0,0,1,0,0,0,0,0,0
C11574,0,0,1,0,0,0,1,0,0,0,0,0,0
C11575,0,0,1,0,0,0,1,0,0,0,0,0,0
C11576,0,0,1,0,0,0,1,0,0,0,0,0,0
C11577,1,0,1,0,0,0,1,0,0,0,0,0,0
C11578,0,0,1,0,0,0,1,0,0,0,0,0,0
C11579,5,0,1,0,0,0,1,0,0,0,0,0,0
C11580,0,0,1,0,0,0,1,0,0,0,0,0,0
C11581,0,0,1,0,0,0,1,0,0,0,0,0,0
C11582,0,0,1,0,0,0,1,0,0,0,0,0,0
C11583,0,0,1,0,0,0,1,0,0,0,0,0,0
C11584,0,0,1,0,0,0,1,0,0,0,0,0,0
C11585,0,0,1,0,0,0,1,0,0,0,0,0,0
C11586,0,0,1,0,0,0,1,0,0,0,0,0,0
C11587,0,0,1,0,0,0,1,0,0,0,0,0,0
C11588,0,0,1,0,0,0,1,0,0,0,0,0,0
C11589,0,0,1,0,0,0,1,0,0,0,0,0,0
C11590,0,0,1,0,0,0,1,0,0,0,0,0,0
C11591,0,0,1,0,0,0,1,0,0,0,0,0,0
C11592,0,0,1,0,0,0,1,0,0,0,0,0,0
C11593,0,0,1,0,0,0,1,0,0,0,0,0,0
C11594,0,0,1,0,0,0,1,0,0,0,0,0,0
C11595,0,0,1,0,0,0,1,0,0,0,0,0,0
C11730,0,0,1,0,0,0,1,0,0,0,0,0,0
C11731,0,0,1,0,0,0,1,0,0,0,0,0,0
C11732,0,0,1,0,0,0,1,0,0,0,0,0,0
C11733,0,0,1,0,0,0,1,0,0,0,0,0,0
C20055,16,15,1,0,0,0,1,0,0,0,0,0,0
C20056,17,0,1,0,0,0,1,0,0,0,0,0,0
C20057,16,32,1,0,0,0,1,0,0,0,0,0,0
C20058,5,2,1,0,0,0,1,0,0,0,0,0,0
C20059,138,14,1,0,0,0,1,0,0,0,0,0,0
C20060,29,0,1,0,0,0,1,0,0,0,0,0,0
C20061,3,0,1,0,0,0,1,0,0,0,0,0,0
C20062,19,7,1,0,0,0,1,0,0,0,0,0,0
C20063,0,0,1,0,0,0,1,0,0,0,0,0,0
C20064,0,0,1,0,0,0,1,0,0,0,0,0,0
C20065,42,14,1,0,0,0,1,0,0,0,0,0,0
C20066,12.354,0,1,0,0,0,1,0,0,0,0,0,0
C20067,16.27,0,1,0,0,0,1,0,0,0,0,0,0
C20068,0,0,1,0,0,0,1,0,0,0,0,0,0
C20069,7,0,1,0,0,0,1,0,0,0,0,0,0
C20070,27,3,1,0,0,0,1,0,0,0,0,0,0
C20071,15,4,1,0,0,0,1,0,0,0,0,0,0
C20072,71,104,1,0,0,0,1,0,0,0,0,0,0
C20073,2.791,0,1,0,0,0,1,0,0,0,0,0,0
C20074,0,0,1,0,0,0,1,0,0,0,0,0,0
C20075,0,0,1,0,0,0,1,0,0,0,0,0,0
C20076,21,34,1,0,0,0,1,0,0,0,0,0,0
C20077,4.269,1.126,1,0,0,0,1,0,0,0,0,0,0
C20078,1,4,1,0,0,0,1,0,0,0,0,0,0
C20079,4,0,1,0,0,0,1,0,0,0,0,0,0
C20080,0,0,1,0,0,0,1,0,0,0,0,0,0
C20081,210.638,179.433,1,0,0,0,1,0,0,0,0,0,0
C20082,4,0,1,0,0,0,1,0,0,0,0,0,0
C20083,0,0,1,0,0,0,1,0,0,0,0,0,0
C20084,8.566,0,1,0,0,0,1,0,0,0,0,0,0
C20085,206.513,61.155,1,0,0,0,1,0,0,0,0,0,0
C20086,0,0,1,0,0,0,1,0,0,0,0,0,0
C20087,69,51,1,0,0,0,1,0,0,0,0,0,0
C20088,12,0,1,0,0,0,1,0,0,0,0,0,0
C20089,0,0,1,0,0,0,1,0,0,0,0,0,0
C20090,48,6,1,0,0,0,1,0,0,0,0,0,0
C20091,37,3,1,0,0,0,1,0,0,0,0,0,0
C20092,0,0,1,0,0,0,1,0,0,0,0,0,0
C20093,14,85,1,0,0,0,1,0,0,0,0,0,0
C20094,44,21,1,0,0,0,1,0,0,0,0,0,0
C20095,12.511,8,1,0,0,0,1,0,0,0,0,0,0
C20096,0,0,1,0,0,0,1,0,0,0,0,0,0
C20097,33,1,1,0,0,0,1,0,0,0,0,0,0
C20098,0,0,1,0,0,0,1,0,0,0,0,0,0
C20099,22.34,42.453,1,0,0,0,1,0,0,0,0,0,0
C20100,17,1,1,0,0,0,1,0,0,0,0,0,0
C20101,13,0.257,1,0,0,0,1,0,0,0,0,0,0
C20102,1,1,1,0,0,0,1,0,0,0,0,0,0
C20103,0,0,1,0,0,0,1,0,0,0,0,0,0
C20104,6,0,1,0,0,0,1,0,0,0,0,0,0
C20105,25,37,1,0,0,0,1,0,0,0,0,0,0
C20106,29,3,1,0,0,0,1,0,0,0,0,0,0
C20107,3,0,1,0,0,0,1,0,0,0,0,0,0
C20108,11,0,1,0,0,0,1,0,0,0,0,0,0
C20109,7,1,1,0,0,0,1,0,0,0,0,0,0
C20110,1,1.233,1,0,0,0,1,0,0,0,0,0,0
C20111,17,0,1,0,0,0,1,0,0,0,0,0,0
C20112,0,14.498,1,0,0,0,1,0,0,0,0,0,0
C20113,276.636,213.539,1,0,0,0,1,0,0,0,0,0,0
C20114,14,0,1,0,0,0,1,0,0,0,0,0,0
C20115,0,0,1,0,0,0,1,0,0,0,0,0,0
C20116,0,0,1,0,0,0,1,0,0,0,0,0,0
C20117,0,0,1,0,0,0,1,0,0,0,0,0,0
C20118,0,0,1,0,0,0,1,0,0,0,0,0,0
C20119,0,0,1,0,0,0,1,0,0,0,0,0,0
C20120,0,0,1,0,0,0,1,0,0,0,0,0,0
C20121,0,0,1,0,0,0,1,0,0,0,0,0,0
C20122,0,0,1,0,0,0,1,0,0,0,0,0,0
C20123,7,8,1,0,0,0,1,0,0,0,0,0,0
C20124,0,0,1,0,0,0,1,0,0,0,0,0,0
C20125,2,0,1,0,0,0,1,0,0,0,0,0,0
C20126,3,0,1,0,0,0,1,0,0,0,0,0,0
C20127,5,3,1,0,0,0,1,0,0,0,0,0,0
