,Metagenome_count,Metatrans_count,Pangenome,A. persicinum_MAG,A. persicinum3.15288,A. persicinum3.1556,A. persicinum3.1579,A. persicinum3.2854,A. persicinum3.3503,A. persicinum3.2857,A. persicinum3.2858,A. persicinum3.2859,A. persicinum3.2862
C19343,0,0,1,0,0,0,0,1,0,0,0,0,0
C19344,14,0,1,0,0,0,0,1,0,0,0,0,0
C19345,0,0,1,0,0,0,0,1,0,0,0,0,0
C19346,0,0,1,0,0,0,0,1,0,0,0,0,0
C19347,0,0,1,0,0,0,0,1,0,0,0,0,0
C19348,0,3,1,0,0,0,0,1,0,0,0,0,0
C19349,0,0,1,0,0,0,0,1,0,0,0,0,0
C19350,17,6,1,0,0,0,0,1,0,0,0,0,0
C19351,30,1,1,0,0,0,0,1,0,0,0,0,0
C19352,21,21,1,0,0,0,0,1,0,0,0,0,0
C19353,3.349,0,1,0,0,0,0,1,0,0,0,0,0
C19354,4,0,1,0,0,0,0,1,0,0,0,0,0
C19355,0,15.061,1,0,0,0,0,1,0,0,0,0,0
C19356,0,0,1,0,0,0,0,1,0,0,0,0,0
C19357,1,1,1,0,0,0,0,1,0,0,0,0,0
C19358,0.776,0,1,0,0,0,0,1,0,0,0,0,0
C19359,45,98,1,0,0,0,0,1,0,0,0,0,0
C19360,0,1.13,1,0,0,0,0,1,0,0,0,0,0
C19361,0,0,1,0,0,0,0,1,0,0,0,0,0
C19362,0,0,1,0,0,0,0,1,0,0,0,0,0
C19363,1,6.957,1,0,0,0,0,1,0,0,0,0,0
C19364,0,0,1,0,0,0,0,1,0,0,0,0,0
C19365,0,0,1,0,0,0,0,1,0,0,0,0,0
C19366,0,0,1,0,0,0,0,1,0,0,0,0,0
C19367,2.901,0,1,0,0,0,0,1,0,0,0,0,0
C19368,0,0,1,0,0,0,0,1,0,0,0,0,0
C19369,1,1,1,0,0,0,0,1,0,0,0,0,0
C19370,0,0,1,0,0,0,0,1,0,0,0,0,0
C19371,0,0,1,0,0,0,0,1,0,0,0,0,0
C19372,0,0,1,0,0,0,0,1,0,0,0,0,0
C19373,5.795,22,1,0,0,0,0,1,0,0,0,0,0
C19374,0,3.5,1,0,0,0,0,1,0,0,0,0,0
C19375,0,0,1,0,0,0,0,1,0,0,0,0,0
C19376,2,1.357,1,0,0,0,0,1,0,0,0,0,0
C19377,56.895,72.147,1,0,0,0,0,1,0,0,0,0,0
C19378,2,3,1,0,0,0,0,1,0,0,0,0,0
C19379,37.565,2181.072,1,0,0,0,0,1,0,0,0,0,0
C19380,1,6,1,0,0,0,0,1,0,0,0,0,0
C19381,4.403,2.171,1,0,0,0,0,1,0,0,0,0,0
C19382,0,0,1,0,0,0,0,1,0,0,0,0,0
C19383,1,3,1,0,0,0,0,1,0,0,0,0,0
C19384,0.079,0,1,0,0,0,0,1,0,0,0,0,0
C19385,7,0,1,0,0,0,0,1,0,0,0,0,0
C19386,0,0,1,0,0,0,0,1,0,0,0,0,0
C19387,1,2,1,0,0,0,0,1,0,0,0,0,0
C19388,0,0,1,0,0,0,0,1,0,0,0,0,0
C19389,0,0,1,0,0,0,0,1,0,0,0,0,0
C19390,2,1,1,0,0,0,0,1,0,0,0,0,0
C19391,0,0,1,0,0,0,0,1,0,0,0,0,0
C19392,63,296,1,0,0,0,0,1,0,0,0,0,0
C19393,0.71,0,1,0,0,0,0,1,0,0,0,0,0
C19394,4,0,1,0,0,0,0,1,0,0,0,0,0
C19395,0.028,0,1,0,0,0,0,1,0,0,0,0,0
C19396,0,0,1,0,0,0,0,1,0,0,0,0,0
C19397,0,0,1,0,0,0,0,1,0,0,0,0,0
C19398,0,0,1,0,0,0,0,1,0,0,0,0,0
C19399,8,2,1,0,0,0,0,1,0,0,0,0,0
C19400,0,0,1,0,0,0,0,1,0,0,0,0,0
C19401,0,0,1,0,0,0,0,1,0,0,0,0,0
C19402,14,0,1,0,0,0,0,1,0,0,0,0,0
C19403,2,0,1,0,0,0,0,1,0,0,0,0,0
C19404,0,1,1,0,0,0,0,1,0,0,0,0,0
C19405,0,0,1,0,0,0,0,1,0,0,0,0,0
C19406,2.412,1,1,0,0,0,0,1,0,0,0,0,0
C19407,0,0,1,0,0,0,0,1,0,0,0,0,0
C19408,0,0,1,0,0,0,0,1,0,0,0,0,0
C19409,0,1,1,0,0,0,0,1,0,0,0,0,0
C19410,0,0,1,0,0,0,0,1,0,0,0,0,0
C19411,0,0,1,0,0,0,0,1,0,0,0,0,0
C19412,0.004,0,1,0,0,0,0,1,0,0,0,0,0
C19413,0,0,1,0,0,0,0,1,0,0,0,0,0
C19414,63,19,1,0,0,0,0,1,0,0,0,0,0
C19415,0,1,1,0,0,0,0,1,0,0,0,0,0
C19416,0,0,1,0,0,0,0,1,0,0,0,0,0
C19417,30.062,13,1,0,0,0,0,1,0,0,0,0,0
C19418,0,0,1,0,0,0,0,1,0,0,0,0,0
C19419,0,0,1,0,0,0,0,1,0,0,0,0,0
C19420,24,22,1,0,0,0,0,1,0,0,0,0,0
C19421,2.458,8.581,1,0,0,0,0,1,0,0,0,0,0
C19422,0,34.122,1,0,0,0,0,1,0,0,0,0,0
C19423,1.232,46.493,1,0,0,0,0,1,0,0,0,0,0
C19424,0,0,1,0,0,0,0,1,0,0,0,0,0
C19425,0,0,1,0,0,0,0,1,0,0,0,0,0
C19426,8,7,1,0,0,0,0,1,0,0,0,0,0
C19427,0,0,1,0,0,0,0,1,0,0,0,0,0
C19428,2.866,0,1,0,0,0,0,1,0,0,0,0,0
C19429,19,14,1,0,0,0,0,1,0,0,0,0,0
C19430,1.406,1.551,1,0,0,0,0,1,0,0,0,0,0
C19431,0,1,1,0,0,0,0,1,0,0,0,0,0
C19432,18,5,1,0,0,0,0,1,0,0,0,0,0
C19433,0,0,1,0,0,0,0,1,0,0,0,0,0
C19434,1,0.448,1,0,0,0,0,1,0,0,0,0,0
C19435,0,0,1,0,0,0,0,1,0,0,0,0,0
C19436,0,0,1,0,0,0,0,1,0,0,0,0,0
C19437,2,2,1,0,0,0,0,1,0,0,0,0,0
C19438,11,9,1,0,0,0,0,1,0,0,0,0,0
C19439,11,9,1,0,0,0,0,1,0,0,0,0,0
C19440,0,0,1,0,0,0,0,1,0,0,0,0,0
C19441,0,0,1,0,0,0,0,1,0,0,0,0,0
C19442,0,0,1,0,0,0,0,1,0,0,0,0,0
C19443,1,4.945,1,0,0,0,0,1,0,0,0,0,0
C19444,1,0,1,0,0,0,0,1,0,0,0,0,0
C19445,2,1,1,0,0,0,0,1,0,0,0,0,0
C19446,0,0,1,0,0,0,0,1,0,0,0,0,0
C19447,3,0,1,0,0,0,0,1,0,0,0,0,0
C19448,0,0,1,0,0,0,0,1,0,0,0,0,0
C19449,0,0,1,0,0,0,0,1,0,0,0,0,0
C19450,15.722,16.785,1,0,0,0,0,1,0,0,0,0,0
C19451,0,0,1,0,0,0,0,1,0,0,0,0,0
C19452,42,418,1,0,0,0,0,1,0,0,0,0,0
C19453,0,0,1,0,0,0,0,1,0,0,0,0,0
C19454,0,0,1,0,0,0,0,1,0,0,0,0,0
C19455,0,4,1,0,0,0,0,1,0,0,0,0,0
C19456,76.899,29.912,1,0,0,0,0,1,0,0,0,0,0
C19457,32,13,1,0,0,0,0,1,0,0,0,0,0
C19458,15,5,1,0,0,0,0,1,0,0,0,0,0
C19459,0,0,1,0,0,0,0,1,0,0,0,0,0
C19460,1,0.725,1,0,0,0,0,1,0,0,0,0,0
C19461,10,16,1,0,0,0,0,1,0,0,0,0,0
C19462,52,17,1,0,0,0,0,1,0,0,0,0,0
C19463,3.618,6.195,1,0,0,0,0,1,0,0,0,0,0
C19464,6.425,19.542,1,0,0,0,0,1,0,0,0,0,0
C19465,0,0,1,0,0,0,0,1,0,0,0,0,0
C19466,0.734,1.6,1,0,0,0,0,1,0,0,0,0,0
C19467,4.174,1,1,0,0,0,0,1,0,0,0,0,0
C19468,14,5,1,0,0,0,0,1,0,0,0,0,0
C19469,107.855,97.248,1,0,0,0,0,1,0,0,0,0,0
C19470,10.492,9.133,1,0,0,0,0,1,0,0,0,0,0
C19471,0,0,1,0,0,0,0,1,0,0,0,0,0
C19472,0,0,1,0,0,0,0,1,0,0,0,0,0
C19473,4,0.212,1,0,0,0,0,1,0,0,0,0,0
C19474,0,4.056,1,0,0,0,0,1,0,0,0,0,0
C19475,0,0,1,0,0,0,0,1,0,0,0,0,0
C19476,1.492,0.869,1,0,0,0,0,1,0,0,0,0,0
C19477,3,22.276,1,0,0,0,0,1,0,0,0,0,0
C19478,7.084,6.136,1,0,0,0,0,1,0,0,0,0,0
C19479,0,0,1,0,0,0,0,1,0,0,0,0,0
C19480,0,1,1,0,0,0,0,1,0,0,0,0,0
C19481,1,2.724,1,0,0,0,0,1,0,0,0,0,0
C19482,2.093,0,1,0,0,0,0,1,0,0,0,0,0
C19483,0,0,1,0,0,0,0,1,0,0,0,0,0
C19484,6,0,1,0,0,0,0,1,0,0,0,0,0
C19485,8,8,1,0,0,0,0,1,0,0,0,0,0
C19486,0,0,1,0,0,0,0,1,0,0,0,0,0
C19487,0,0,1,0,0,0,0,1,0,0,0,0,0
C19488,2.578,52.107,1,0,0,0,0,1,0,0,0,0,0
C19489,0,0,1,0,0,0,0,1,0,0,0,0,0
C19490,0,0,1,0,0,0,0,1,0,0,0,0,0
C19491,1,28.69,1,0,0,0,0,1,0,0,0,0,0
C19492,4.634,7,1,0,0,0,0,1,0,0,0,0,0
C19493,0.266,0,1,0,0,0,0,1,0,0,0,0,0
C19494,0.317,3.3,1,0,0,0,0,1,0,0,0,0,0
C19495,4,2,1,0,0,0,0,1,0,0,0,0,0
C19496,1,0,1,0,0,0,0,1,0,0,0,0,0
C19497,1,0,1,0,0,0,0,1,0,0,0,0,0
C19498,0,0,1,0,0,0,0,1,0,0,0,0,0
C19499,1,0,1,0,0,0,0,1,0,0,0,0,0
C19500,0.977,0,1,0,0,0,0,1,0,0,0,0,0
C19501,0,0,1,0,0,0,0,1,0,0,0,0,0
C19502,17,19,1,0,0,0,0,1,0,0,0,0,0
C19503,0,0,1,0,0,0,0,1,0,0,0,0,0
C19504,0,0,1,0,0,0,0,1,0,0,0,0,0
C19505,1,4,1,0,0,0,0,1,0,0,0,0,0
C19506,0,1.172,1,0,0,0,0,1,0,0,0,0,0
C19507,0,0,1,0,0,0,0,1,0,0,0,0,0
C19508,0,0.33,1,0,0,0,0,1,0,0,0,0,0
C19509,1,1.132,1,0,0,0,0,1,0,0,0,0,0
C19510,0,0,1,0,0,0,0,1,0,0,0,0,0
C19511,0,1.089,1,0,0,0,0,1,0,0,0,0,0
C19512,2,0,1,0,0,0,0,1,0,0,0,0,0
C19513,0,0,1,0,0,0,0,1,0,0,0,0,0
C19514,0,2.792,1,0,0,0,0,1,0,0,0,0,0
C19515,0,0,1,0,0,0,0,1,0,0,0,0,0
C19516,0,0,1,0,0,0,0,1,0,0,0,0,0
C19517,8.356,55,1,0,0,0,0,1,0,0,0,0,0
C19518,12,44,1,0,0,0,0,1,0,0,0,0,0
C19519,3.324,0,1,0,0,0,0,1,0,0,0,0,0
C19520,0.859,1,1,0,0,0,0,1,0,0,0,0,0
C19521,0,0,1,0,0,0,0,1,0,0,0,0,0
C19522,2,3,1,0,0,0,0,1,0,0,0,0,0
C19523,38,30,1,0,0,0,0,1,0,0,0,0,0
C19524,3,1,1,0,0,0,0,1,0,0,0,0,0
C19525,0,0,1,0,0,0,0,1,0,0,0,0,0
C19526,1,0,1,0,0,0,0,1,0,0,0,0,0
C19527,12,3,1,0,0,0,0,1,0,0,0,0,0
C19528,3.67,317.11,1,0,0,0,0,1,0,0,0,0,0
C19529,0,1,1,0,0,0,0,1,0,0,0,0,0
C19530,0,0,1,0,0,0,0,1,0,0,0,0,0
C19531,2,0,1,0,0,0,0,1,0,0,0,0,0
C19532,0,0,1,0,0,0,0,1,0,0,0,0,0
C19533,21,83,1,0,0,0,0,1,0,0,0,0,0
C19534,0,0,1,0,0,0,0,1,0,0,0,0,0
C19535,0,0,1,0,0,0,0,1,0,0,0,0,0
C19536,0,0,1,0,0,0,0,1,0,0,0,0,0
C19537,0,0,1,0,0,0,0,1,0,0,0,0,0
C19538,0,1,1,0,0,0,0,1,0,0,0,0,0
C19539,0,0,1,0,0,0,0,1,0,0,0,0,0
C19540,25,21,1,0,0,0,0,1,0,0,0,0,0
C19541,16,24,1,0,0,0,0,1,0,0,0,0,0
C19542,0,0,1,0,0,0,0,1,0,0,0,0,0
C19543,1,0,1,0,0,0,0,1,0,0,0,0,0
C19544,0,0,1,0,0,0,0,1,0,0,0,0,0
C19545,3,0,1,0,0,0,0,1,0,0,0,0,0
C19546,0.312,0.884,1,0,0,0,0,1,0,0,0,0,0
C19547,25.69,144.749,1,0,0,0,0,1,0,0,0,0,0
C19548,0,0,1,0,0,0,0,1,0,0,0,0,0
C19549,17.103,4.799,1,0,0,0,0,1,0,0,0,0,0
C19550,8.583,0.752,1,0,0,0,0,1,0,0,0,0,0
C19551,4,0,1,0,0,0,0,1,0,0,0,0,0
C19552,95.919,53.669,1,0,0,0,0,1,0,0,0,0,0
C19553,1,0,1,0,0,0,0,1,0,0,0,0,0
C19554,0,0,1,0,0,0,0,1,0,0,0,0,0
C19555,0,0,1,0,0,0,0,1,0,0,0,0,0
C19556,1,0,1,0,0,0,0,1,0,0,0,0,0
C19557,0,0,1,0,0,0,0,1,0,0,0,0,0
C19558,0,0,1,0,0,0,0,1,0,0,0,0,0
C19559,0,0,1,0,0,0,0,1,0,0,0,0,0
C19560,1,0,1,0,0,0,0,1,0,0,0,0,0
C19561,0,0,1,0,0,0,0,1,0,0,0,0,0
C19562,1,0,1,0,0,0,0,1,0,0,0,0,0
C19563,0,0,1,0,0,0,0,1,0,0,0,0,0
C19564,2,0,1,0,0,0,0,1,0,0,0,0,0
C19565,1,0,1,0,0,0,0,1,0,0,0,0,0
C19566,0,0,1,0,0,0,0,1,0,0,0,0,0
C19567,0,0,1,0,0,0,0,1,0,0,0,0,0
C19568,0,0,1,0,0,0,0,1,0,0,0,0,0
C19569,41,26,1,0,0,0,0,1,0,0,0,0,0
C19570,0,0,1,0,0,0,0,1,0,0,0,0,0
C19571,0,0,1,0,0,0,0,1,0,0,0,0,0
C19572,26,19,1,0,0,0,0,1,0,0,0,0,0
C19573,3.183,0,1,0,0,0,0,1,0,0,0,0,0
C19574,4.466,49.161,1,0,0,0,0,1,0,0,0,0,0
C19575,2.995,124.735,1,0,0,0,0,1,0,0,0,0,0
C19576,0,0,1,0,0,0,0,1,0,0,0,0,0
C19577,1,0,1,0,0,0,0,1,0,0,0,0,0
C19578,1,0,1,0,0,0,0,1,0,0,0,0,0
C19579,10,0,1,0,0,0,0,1,0,0,0,0,0
C19580,10.095,3.052,1,0,0,0,0,1,0,0,0,0,0
C19581,0.61,3.604,1,0,0,0,0,1,0,0,0,0,0
C19582,0,0,1,0,0,0,0,1,0,0,0,0,0
C19583,0,0,1,0,0,0,0,1,0,0,0,0,0
C19584,0.255,0.808,1,0,0,0,0,1,0,0,0,0,0
C19585,1.897,0.798,1,0,0,0,0,1,0,0,0,0,0
C19586,0,0,1,0,0,0,0,1,0,0,0,0,0
C19587,43,6,1,0,0,0,0,1,0,0,0,0,0
C19588,1,47.356,1,0,0,0,0,1,0,0,0,0,0
C19589,0,0,1,0,0,0,0,1,0,0,0,0,0
C19590,25,74,1,0,0,0,0,1,0,0,0,0,0
C19591,0.47,0.566,1,0,0,0,0,1,0,0,0,0,0
C19592,5.106,0,1,0,0,0,0,1,0,0,0,0,0
C19593,0,0,1,0,0,0,0,1,0,0,0,0,0
C19594,1,4.782,1,0,0,0,0,1,0,0,0,0,0
C19595,167.805,133.075,1,0,0,0,0,1,0,0,0,0,0
C19596,6.245,3.048,1,0,0,0,0,1,0,0,0,0,0
C19597,2.395,1.302,1,0,0,0,0,1,0,0,0,0,0
C19598,0,0,1,0,0,0,0,1,0,0,0,0,0
C19599,20,4,1,0,0,0,0,1,0,0,0,0,0
C19600,1,1.294,1,0,0,0,0,1,0,0,0,0,0
C19601,0,0,1,0,0,0,0,1,0,0,0,0,0
C19602,0,0,1,0,0,0,0,1,0,0,0,0,0
C19603,0,0,1,0,0,0,0,1,0,0,0,0,0
C19604,2,12,1,0,0,0,0,1,0,0,0,0,0
C19605,0,0,1,0,0,0,0,1,0,0,0,0,0
C19606,0,14,1,0,0,0,0,1,0,0,0,0,0
C19607,42.23,223.926,1,0,0,0,0,1,0,0,0,0,0
C19608,20,105,1,0,0,0,0,1,0,0,0,0,0
C19609,0,0,1,0,0,0,0,1,0,0,0,0,0
C19610,0.922,0,1,0,0,0,0,1,0,0,0,0,0
C19611,1,0,1,0,0,0,0,1,0,0,0,0,0
C19612,0,0,1,0,0,0,0,1,0,0,0,0,0
C19613,0,0,1,0,0,0,0,1,0,0,0,0,0
C19614,0,0,1,0,0,0,0,1,0,0,0,0,0
C19615,40,127,1,0,0,0,0,1,0,0,0,0,0
C19616,0,0,1,0,0,0,0,1,0,0,0,0,0
C19617,2,3,1,0,0,0,0,1,0,0,0,0,0
C19618,11.63,684.424,1,0,0,0,0,1,0,0,0,0,0
C19619,59,138,1,0,0,0,0,1,0,0,0,0,0
C19620,1.405,1,1,0,0,0,0,1,0,0,0,0,0
C19621,14,80,1,0,0,0,0,1,0,0,0,0,0
C19622,0,0,1,0,0,0,0,1,0,0,0,0,0
C19623,0,0,1,0,0,0,0,1,0,0,0,0,0
C19624,1,2,1,0,0,0,0,1,0,0,0,0,0
C19625,0,2.033,1,0,0,0,0,1,0,0,0,0,0
C19626,0,0,1,0,0,0,0,1,0,0,0,0,0
C19627,6.868,23.793,1,0,0,0,0,1,0,0,0,0,0
C19628,2,2,1,0,0,0,0,1,0,0,0,0,0
C19629,0,0,1,0,0,0,0,1,0,0,0,0,0
C19630,2.933,8.222,1,0,0,0,0,1,0,0,0,0,0
C19631,2,0,1,0,0,0,0,1,0,0,0,0,0
C19632,3,1,1,0,0,0,0,1,0,0,0,0,0
C19633,2.852,0,1,0,0,0,0,1,0,0,0,0,0
C19634,1.002,0,1,0,0,0,0,1,0,0,0,0,0
C19635,2.197,0,1,0,0,0,0,1,0,0,0,0,0
C19636,0,0,1,0,0,0,0,1,0,0,0,0,0
C19637,0,0,1,0,0,0,0,1,0,0,0,0,0
C19638,11,89.381,1,0,0,0,0,1,0,0,0,0,0
C19639,3,2,1,0,0,0,0,1,0,0,0,0,0
C19640,3,3,1,0,0,0,0,1,0,0,0,0,0
C19641,6.145,9.775,1,0,0,0,0,1,0,0,0,0,0
C19642,0,0,1,0,0,0,0,1,0,0,0,0,0
C19643,14,1,1,0,0,0,0,1,0,0,0,0,0
C19644,50,155,1,0,0,0,0,1,0,0,0,0,0
C19645,0,0.869,1,0,0,0,0,1,0,0,0,0,0
C19646,26,88,1,0,0,0,0,1,0,0,0,0,0
C19647,11,0,1,0,0,0,0,1,0,0,0,0,0
C19648,1,0,1,0,0,0,0,1,0,0,0,0,0
C19649,13,18,1,0,0,0,0,1,0,0,0,0,0
C19650,4,13.849,1,0,0,0,0,1,0,0,0,0,0
C19651,0,0,1,0,0,0,0,1,0,0,0,0,0
C19652,0,0,1,0,0,0,0,1,0,0,0,0,0
C19653,0,0,1,0,0,0,0,1,0,0,0,0,0
C19654,0,0,1,0,0,0,0,1,0,0,0,0,0
C19655,1,0,1,0,0,0,0,1,0,0,0,0,0
C19656,29,9,1,0,0,0,0,1,0,0,0,0,0
C19657,0,0,1,0,0,0,0,1,0,0,0,0,0
C19658,24,5,1,0,0,0,0,1,0,0,0,0,0
C19659,2,3.231,1,0,0,0,0,1,0,0,0,0,0
C19660,0,9,1,0,0,0,0,1,0,0,0,0,0
C19661,1.855,0.326,1,0,0,0,0,1,0,0,0,0,0
C19662,4.163,155.875,1,0,0,0,0,1,0,0,0,0,0
C19663,6.34,2.561,1,0,0,0,0,1,0,0,0,0,0
C19664,2,2,1,0,0,0,0,1,0,0,0,0,0
C19665,0,0,1,0,0,0,0,1,0,0,0,0,0
C19666,1.006,20.853,1,0,0,0,0,1,0,0,0,0,0
C19667,0.782,0,1,0,0,0,0,1,0,0,0,0,0
C19668,0,0,1,0,0,0,0,1,0,0,0,0,0
C19669,2,2,1,0,0,0,0,1,0,0,0,0,0
C19670,0,0,1,0,0,0,0,1,0,0,0,0,0
C19671,0,0,1,0,0,0,0,1,0,0,0,0,0
C19672,0,0,1,0,0,0,0,1,0,0,0,0,0
C19673,0,0,1,0,0,0,0,1,0,0,0,0,0
C19674,3,12,1,0,0,0,0,1,0,0,0,0,0
C19675,0,0,1,0,0,0,0,1,0,0,0,0,0
C19676,0,0,1,0,0,0,0,1,0,0,0,0,0
C19677,10,381.279,1,0,0,0,0,1,0,0,0,0,0
C19678,0,0,1,0,0,0,0,1,0,0,0,0,0
C19679,7,80,1,0,0,0,0,1,0,0,0,0,0
C19680,0,0,1,0,0,0,0,1,0,0,0,0,0
C19681,30,9,1,0,0,0,0,1,0,0,0,0,0
C19682,14,17,1,0,0,0,0,1,0,0,0,0,0
C19683,0,0,1,0,0,0,0,1,0,0,0,0,0
C19684,0,7,1,0,0,0,0,1,0,0,0,0,0
C19685,0,0,1,0,0,0,0,1,0,0,0,0,0
C19686,0,0,1,0,0,0,0,1,0,0,0,0,0
C19687,0.445,0,1,0,0,0,0,1,0,0,0,0,0
C19688,47,39,1,0,0,0,0,1,0,0,0,0,0
C19689,0.568,1.914,1,0,0,0,0,1,0,0,0,0,0
C19690,52.157,129.881,1,0,0,0,0,1,0,0,0,0,0
C19691,15,7,1,0,0,0,0,1,0,0,0,0,0
C19692,0,0,1,0,0,0,0,1,0,0,0,0,0
C19693,18,76,1,0,0,0,0,1,0,0,0,0,0
C19694,0,0,1,0,0,0,0,1,0,0,0,0,0
C19695,0,1,1,0,0,0,0,1,0,0,0,0,0
C19696,1.653,0,1,0,0,0,0,1,0,0,0,0,0
C19697,1,0,1,0,0,0,0,1,0,0,0,0,0
C19698,0.249,0,1,0,0,0,0,1,0,0,0,0,0
C19699,0,0.008,1,0,0,0,0,1,0,0,0,0,0
C19700,2.315,2,1,0,0,0,0,1,0,0,0,0,0
C19701,0,0,1,0,0,0,0,1,0,0,0,0,0
C19702,0,0,1,0,0,0,0,1,0,0,0,0,0
C19703,0,0,1,0,0,0,0,1,0,0,0,0,0
C19704,0,0,1,0,0,0,0,1,0,0,0,0,0
C19705,0,0,1,0,0,0,0,1,0,0,0,0,0
C19706,1,0,1,0,0,0,0,1,0,0,0,0,0
C19707,27,0,1,0,0,0,0,1,0,0,0,0,0
C19708,7.741,0,1,0,0,0,0,1,0,0,0,0,0
C19709,0,0,1,0,0,0,0,1,0,0,0,0,0
C19710,0,0,1,0,0,0,0,1,0,0,0,0,0
C19711,0,0,1,0,0,0,0,1,0,0,0,0,0
C19712,0,0,1,0,0,0,0,1,0,0,0,0,0
C19713,2.208,13.811,1,0,0,0,0,1,0,0,0,0,0
C19714,0,1.087,1,0,0,0,0,1,0,0,0,0,0
C19715,0,0,1,0,0,0,0,1,0,0,0,0,0
C19716,0.807,0,1,0,0,0,0,1,0,0,0,0,0
C19717,1,0,1,0,0,0,0,1,0,0,0,0,0
C19718,51,142,1,0,0,0,0,1,0,0,0,0,0
C19719,0,1,1,0,0,0,0,1,0,0,0,0,0
C19720,18,11,1,0,0,0,0,1,0,0,0,0,0
C19721,17,0,1,0,0,0,0,1,0,0,0,0,0
C19722,14,12,1,0,0,0,0,1,0,0,0,0,0
C19723,0.428,1,1,0,0,0,0,1,0,0,0,0,0
C19724,14,6,1,0,0,0,0,1,0,0,0,0,0
C19725,6,0,1,0,0,0,0,1,0,0,0,0,0
C19726,0,0,1,0,0,0,0,1,0,0,0,0,0
C19727,47,78,1,0,0,0,0,1,0,0,0,0,0
C19728,1,2,1,0,0,0,0,1,0,0,0,0,0
C19729,0.048,1,1,0,0,0,0,1,0,0,0,0,0
C19730,0,0,1,0,0,0,0,1,0,0,0,0,0
C19731,2,0,1,0,0,0,0,1,0,0,0,0,0
C19732,1,0,1,0,0,0,0,1,0,0,0,0,0
C19733,0,0,1,0,0,0,0,1,0,0,0,0,0
C19734,0,0,1,0,0,0,0,1,0,0,0,0,0
C19735,3.362,2,1,0,0,0,0,1,0,0,0,0,0
C19736,8,1,1,0,0,0,0,1,0,0,0,0,0
C19737,15,1,1,0,0,0,0,1,0,0,0,0,0
C19738,12.395,346.438,1,0,0,0,0,1,0,0,0,0,0
C19739,7,0,1,0,0,0,0,1,0,0,0,0,0
C19740,2.449,1.949,1,0,0,0,0,1,0,0,0,0,0
C19741,5.169,1.119,1,0,0,0,0,1,0,0,0,0,0
C19742,0,0,1,0,0,0,0,1,0,0,0,0,0
C19743,1.622,1.136,1,0,0,0,0,1,0,0,0,0,0
C19744,0,0,1,0,0,0,0,1,0,0,0,0,0
C19745,7,8.187,1,0,0,0,0,1,0,0,0,0,0
C19746,4,1,1,0,0,0,0,1,0,0,0,0,0
C19747,2,0,1,0,0,0,0,1,0,0,0,0,0
C19748,0,0,1,0,0,0,0,1,0,0,0,0,0
C19749,0,0,1,0,0,0,0,1,0,0,0,0,0
C19750,0,0,1,0,0,0,0,1,0,0,0,0,0
C19751,19,8,1,0,0,0,0,1,0,0,0,0,0
C19752,43,29,1,0,0,0,0,1,0,0,0,0,0
C19753,0,0,1,0,0,0,0,1,0,0,0,0,0
C19754,0,0,1,0,0,0,0,1,0,0,0,0,0
C19755,0.831,2.124,1,0,0,0,0,1,0,0,0,0,0
C19756,0,0,1,0,0,0,0,1,0,0,0,0,0
C19757,13,34.713,1,0,0,0,0,1,0,0,0,0,0
C19758,0.406,0,1,0,0,0,0,1,0,0,0,0,0
C19759,1,0,1,0,0,0,0,1,0,0,0,0,0
C19760,1,1,1,0,0,0,0,1,0,0,0,0,0
C19761,0.895,7.423,1,0,0,0,0,1,0,0,0,0,0
C19762,10,6,1,0,0,0,0,1,0,0,0,0,0
C19763,0,0,1,0,0,0,0,1,0,0,0,0,0
C19764,14.077,8.544,1,0,0,0,0,1,0,0,0,0,0
C19765,9,102,1,0,0,0,0,1,0,0,0,0,0
C19766,1.131,4,1,0,0,0,0,1,0,0,0,0,0
C19767,1,1,1,0,0,0,0,1,0,0,0,0,0
C19768,0.764,0,1,0,0,0,0,1,0,0,0,0,0
C19769,3.166,19.697,1,0,0,0,0,1,0,0,0,0,0
C19770,3,2,1,0,0,0,0,1,0,0,0,0,0
C19771,0,0,1,0,0,0,0,1,0,0,0,0,0
C19772,23,49,1,0,0,0,0,1,0,0,0,0,0
C19773,2,0,1,0,0,0,0,1,0,0,0,0,0
C19774,0,0,1,0,0,0,0,1,0,0,0,0,0
C19775,4,13.033,1,0,0,0,0,1,0,0,0,0,0
C19776,2,0,1,0,0,0,0,1,0,0,0,0,0
C19777,16,1,1,0,0,0,0,1,0,0,0,0,0
C19778,2.77,23.185,1,0,0,0,0,1,0,0,0,0,0
C19779,0.346,0,1,0,0,0,0,1,0,0,0,0,0
C19780,20,0,1,0,0,0,0,1,0,0,0,0,0
C19781,0,0,1,0,0,0,0,1,0,0,0,0,0
C19782,1.604,1,1,0,0,0,0,1,0,0,0,0,0
C19783,0,0,1,0,0,0,0,1,0,0,0,0,0
C19784,61,67,1,0,0,0,0,1,0,0,0,0,0
C19785,0,2,1,0,0,0,0,1,0,0,0,0,0
C19786,0,0,1,0,0,0,0,1,0,0,0,0,0
C19787,0.596,0,1,0,0,0,0,1,0,0,0,0,0
C19788,2.415,0,1,0,0,0,0,1,0,0,0,0,0
C19789,2,1,1,0,0,0,0,1,0,0,0,0,0
C19790,0.747,0,1,0,0,0,0,1,0,0,0,0,0
C19791,0,0,1,0,0,0,0,1,0,0,0,0,0
